"","malibu.750ml.unit.cume","malibu.1.75l.unit.cume","rh.1.75l.unit.cume","rh.750ml.unit.cume","store.id","store.id.old","chain","cluster","wine.sq.footage","state","market","iri.week.ending","week.ending","malibu.coconut.rum.1.75l.sales.units.cy","malibu.coconut.rum.1.75l.sales.dollars.cy","malibu.coconut.rum.1.75l.price","malibu.coconut.rum.750ml.sales.units.cy","malibu.coconut.rum.750ml.sales.dollars.cy","malibu.coconut.rum.750ml.price","rum.haven.coconut.rum.1.75l.sales.units.cy","rum.haven.coconut.rum.1.75l.sales.dollars.cy","rum.haven.coconut.rum.1.75l.price","rum.haven.coconut.rum.750ml.sales.units.cy","rum.haven.coconut.rum.750ml.sales.dollars.cy","rum.haven.coconut.rum.750ml.price"
"10448",179,96,0,35,"4R",4,"RALPHS","1",285,"CA","RALPHS","8/14/2016","8/13/2016",3,50.97,16.99,5,"54.95",10.99,0,0,NA,2,23.98,11.99
"10449",183,96,0,37,"4R",4,"RALPHS","1",285,"CA","RALPHS","8/21/2016","8/20/2016",0,0,NA,4,"40.96",10.24,0,0,NA,2,23.98,11.99
"10450",188,96,0,37,"4R",4,"RALPHS","1",285,"CA","RALPHS","8/28/2016","8/27/2016",0,0,NA,5,"54.95",10.99,0,0,NA,0,0,NA
"10451",191,97,0,37,"4R",4,"RALPHS","1",285,"CA","RALPHS","9/4/2016","9/3/2016",1,25.99,25.99,3,"32.97",10.99,0,0,NA,0,0,NA
"10452",196,100,0,38,"4R",4,"RALPHS","1",285,"CA","RALPHS","9/11/2016","9/10/2016",3,77.97,25.99,5,"54.95",10.99,0,0,NA,1,9.99,9.99
"10453",198,105,0,38,"4R",4,"RALPHS","1",285,"CA","RALPHS","9/18/2016","9/17/2016",5,99.95,19.99,2,"35.98",17.99,0,0,NA,0,0,NA
"10454",198,107,0,39,"4R",4,"RALPHS","1",285,"CA","RALPHS","9/25/2016","9/24/2016",2,39.98,19.99,0,"",NA,0,0,NA,1,5.99,5.99
"10455",198,109,0,42,"4R",4,"RALPHS","1",285,"CA","RALPHS","10/2/2016","10/1/2016",2,39.98,19.99,0,"",NA,0,0,NA,3,29.97,9.99
"10456",199,109,0,42,"4R",4,"RALPHS","1",285,"CA","RALPHS","10/9/2016","10/8/2016",0,0,NA,1,"16.99",16.99,0,0,NA,0,0,NA
"10457",200,110,0,42,"4R",4,"RALPHS","1",285,"CA","RALPHS","10/16/2016","10/15/2016",1,17.99,17.99,1,"16.99",16.99,0,0,NA,0,0,NA
"10458",201,113,0,42,"4R",4,"RALPHS","1",285,"CA","RALPHS","10/23/2016","10/22/2016",3,56.97,18.99,1,"10.99",10.99,0,0,NA,0,0,NA
"10459",204,115,0,45,"4R",4,"RALPHS","1",285,"CA","RALPHS","10/30/2016","10/29/2016",2,37.98,18.99,3,"32.97",10.99,0,0,NA,3,35.97,11.99
"10460",206,116,0,45,"4R",4,"RALPHS","1",285,"CA","RALPHS","11/6/2016","11/5/2016",1,18.99,18.99,2,"21.98",10.99,0,0,NA,0,0,NA
"10461",208,116,0,45,"4R",4,"RALPHS","1",285,"CA","RALPHS","11/13/2016","11/12/2016",0,0,NA,2,"21.98",10.99,0,0,NA,0,0,NA
"10462",209,117,0,45,"4R",4,"RALPHS","1",285,"CA","RALPHS","11/20/2016","11/19/2016",1,18.99,18.99,1,"10.99",10.99,0,0,NA,0,0,NA
"10463",212,117,0,46,"4R",4,"RALPHS","1",285,"CA","RALPHS","11/27/2016","11/26/2016",0,0,NA,3,"32.97",10.99,0,0,NA,1,11.99,11.99
"10464",213,118,0,46,"4R",4,"RALPHS","1",285,"CA","RALPHS","12/11/2016","12/10/2016",1,14.99,14.99,1,"10.99",10.99,0,0,NA,0,0,NA
"10465",1,2,0,0,"739R",739,"RALPHS","1",419,"CA","RALPHS","11/8/2015","11/7/2015",2,39.98,19.99,1,"13.99",13.99,0,0,NA,0,0,NA
"10466",4,3,2,0,"739R",739,"RALPHS","1",419,"CA","RALPHS","11/15/2015","11/14/2015",1,19.99,19.99,3,"41.97",13.99,2,39.98,19.99,0,0,NA
"10467",6,3,3,0,"739R",739,"RALPHS","1",419,"CA","RALPHS","11/22/2015","11/21/2015",0,0,NA,2,"27.98",13.99,1,19.99,19.99,0,0,NA
"10468",9,5,4,1,"739R",739,"RALPHS","1",419,"CA","RALPHS","11/29/2015","11/28/2015",2,39.98,19.99,3,"41.97",13.99,1,19.99,19.99,1,11.99,11.99
"10469",9,6,5,1,"739R",739,"RALPHS","1",419,"CA","RALPHS","12/6/2015","12/5/2015",1,14.99,14.99,0,"",NA,1,19.99,19.99,0,0,NA
"10470",13,7,6,2,"739R",739,"RALPHS","1",419,"CA","RALPHS","12/13/2015","12/12/2015",1,14.99,14.99,4,"55.96",13.99,1,19.99,19.99,1,11.99,11.99
"10471",13,8,7,2,"739R",739,"RALPHS","1",419,"CA","RALPHS","12/20/2015","12/19/2015",1,19.99,19.99,0,"",NA,1,19.99,19.99,0,0,NA
"10472",18,9,9,2,"739R",739,"RALPHS","1",419,"CA","RALPHS","12/27/2015","12/26/2015",1,19.99,19.99,5,"69.95",13.99,2,35.98,17.99,0,0,NA
"10473",20,10,10,4,"739R",739,"RALPHS","1",419,"CA","RALPHS","1/3/2016","1/2/2016",1,19.99,19.99,2,"27.98",13.99,1,19.99,19.99,2,23.98,11.99
"10474",21,10,10,5,"739R",739,"RALPHS","1",419,"CA","RALPHS","1/10/2016","1/9/2016",0,0,NA,1,"15.99",15.99,0,0,NA,1,11.99,11.99
"10475",22,11,10,5,"739R",739,"RALPHS","1",419,"CA","RALPHS","1/17/2016","1/16/2016",1,27.99,27.99,1,"15.99",15.99,0,0,NA,0,0,NA
"10476",22,11,11,5,"739R",739,"RALPHS","1",419,"CA","RALPHS","1/24/2016","1/23/2016",0,0,NA,0,"",NA,1,17.99,17.99,0,0,NA
"10477",24,11,13,5,"739R",739,"RALPHS","1",419,"CA","RALPHS","1/31/2016","1/30/2016",0,0,NA,2,"27.98",13.99,2,35.98,17.99,0,0,NA
"10478",24,11,14,6,"739R",739,"RALPHS","1",419,"CA","RALPHS","2/7/2016","2/6/2016",0,0,NA,0,"",NA,1,17.99,17.99,1,11.99,11.99
"10479",31,12,15,6,"739R",739,"RALPHS","1",419,"CA","RALPHS","2/14/2016","2/13/2016",1,21.99,21.99,7,"103.93",14.84714,1,17.99,17.99,0,0,NA
"10480",33,15,16,7,"739R",739,"RALPHS","1",419,"CA","RALPHS","2/21/2016","2/20/2016",3,65.97,21.99,2,"39.98",19.99,1,18.99,18.99,1,11.99,11.99
"10481",34,16,16,7,"739R",739,"RALPHS","1",419,"CA","RALPHS","2/28/2016","2/27/2016",1,21.99,21.99,1,"19.99",19.99,0,0,NA,0,0,NA
"10482",36,17,17,8,"739R",739,"RALPHS","1",419,"CA","RALPHS","3/6/2016","3/5/2016",1,21.99,21.99,2,"25.98",12.99,1,18.99,18.99,1,11.99,11.99
"10483",41,17,18,8,"739R",739,"RALPHS","1",419,"CA","RALPHS","3/13/2016","3/12/2016",0,0,NA,5,"64.95",12.99,1,18.99,18.99,0,0,NA
"10484",45,19,18,9,"739R",739,"RALPHS","1",419,"CA","RALPHS","3/20/2016","3/19/2016",2,51.98,25.99,4,"51.96",12.99,0,0,NA,1,11.99,11.99
"10485",51,22,19,11,"739R",739,"RALPHS","1",419,"CA","RALPHS","3/27/2016","3/26/2016",3,77.97,25.99,6,"77.94",12.99,1,18.99,18.99,2,23.98,11.99
"10486",53,26,20,12,"739R",739,"RALPHS","1",419,"CA","RALPHS","4/3/2016","4/2/2016",4,83.96,20.99,2,"32.98",16.49,1,17.99,17.99,1,11.99,11.99
"10487",53,28,21,13,"739R",739,"RALPHS","1",419,"CA","RALPHS","4/10/2016","4/9/2016",2,41.98,20.99,0,"",NA,1,17.99,17.99,1,11.99,11.99
"10488",54,32,22,14,"739R",739,"RALPHS","1",419,"CA","RALPHS","4/17/2016","4/16/2016",4,83.96,20.99,1,"19.99",19.99,1,17.99,17.99,1,11.99,11.99
"10489",55,33,22,15,"739R",739,"RALPHS","1",419,"CA","RALPHS","4/24/2016","4/23/2016",1,20.99,20.99,1,"16.99",16.99,0,0,NA,1,11.99,11.99
"10490",59,35,23,15,"739R",739,"RALPHS","1",419,"CA","RALPHS","5/1/2016","4/30/2016",2,39.98,19.99,4,"59.96",14.99,1,18.99,18.99,0,0,NA
"10491",62,39,23,16,"739R",739,"RALPHS","1",419,"CA","RALPHS","5/8/2016","5/7/2016",4,79.96,19.99,3,"36.97",12.32333,0,0,NA,1,11.99,11.99
"10492",64,42,23,18,"739R",739,"RALPHS","1",419,"CA","RALPHS","5/15/2016","5/14/2016",3,55.97,18.65667,2,"23.98",11.99,0,0,NA,2,23.98,11.99
"10493",67,43,24,18,"739R",739,"RALPHS","1",419,"CA","RALPHS","5/22/2016","5/21/2016",1,17.99,17.99,3,"32.97",10.99,1,18.99,18.99,0,0,NA
"10494",75,47,25,19,"739R",739,"RALPHS","1",419,"CA","RALPHS","5/29/2016","5/28/2016",4,71.96,17.99,8,"68.92",8.615,1,16.99,16.99,1,11.99,11.99
"10495",83,51,27,19,"739R",739,"RALPHS","1",419,"CA","RALPHS","6/5/2016","6/4/2016",4,71.96,17.99,8,"71.92",8.99,2,33.98,16.99,0,0,NA
"10496",87,52,28,19,"739R",739,"RALPHS","1",419,"CA","RALPHS","6/12/2016","6/11/2016",1,17.99,17.99,4,"43.96",10.99,1,17.99,17.99,0,0,NA
"10497",94,54,29,20,"739R",739,"RALPHS","1",419,"CA","RALPHS","6/19/2016","6/18/2016",2,35.98,17.99,7,"76.93",10.99,1,17.99,17.99,1,11.99,11.99
"10498",98,59,30,21,"739R",739,"RALPHS","1",419,"CA","RALPHS","6/26/2016","6/25/2016",5,70.95,14.19,4,"45.96",11.49,1,17.99,17.99,1,11.99,11.99
"10499",108,64,32,21,"739R",739,"RALPHS","1",419,"CA","RALPHS","7/3/2016","7/2/2016",5,75.95,15.19,10,"117.9",11.79,2,35.98,17.99,0,0,NA
"10500",115,70,34,22,"739R",739,"RALPHS","1",419,"CA","RALPHS","7/10/2016","7/9/2016",6,101.94,16.99,7,"83.93",11.99,2,35.98,17.99,1,11.99,11.99
"10501",120,73,35,22,"739R",739,"RALPHS","1",419,"CA","RALPHS","7/17/2016","7/16/2016",3,50.97,16.99,5,"54.95",10.99,1,17.99,17.99,0,0,NA
"10502",122,77,37,23,"739R",739,"RALPHS","1",419,"CA","RALPHS","7/24/2016","7/23/2016",4,67.96,16.99,2,"21.98",10.99,2,35.98,17.99,1,11.99,11.99
"10503",130,78,38,24,"739R",739,"RALPHS","1",419,"CA","RALPHS","7/31/2016","7/30/2016",1,16.99,16.99,8,"69.92",8.74,1,17.99,17.99,1,11.99,11.99
"10504",135,80,39,25,"739R",739,"RALPHS","1",419,"CA","RALPHS","8/7/2016","8/6/2016",2,33.98,16.99,5,"48.95",9.79,1,17.99,17.99,1,11.99,11.99
"10505",143,87,40,25,"739R",739,"RALPHS","1",419,"CA","RALPHS","8/14/2016","8/13/2016",7,118.93,16.99,8,"87.92",10.99,1,17.99,17.99,0,0,NA
"10506",150,90,40,26,"739R",739,"RALPHS","1",419,"CA","RALPHS","8/21/2016","8/20/2016",3,68.97,22.99,7,"73.93",10.56143,0,0,NA,1,11.99,11.99
"10507",154,91,43,32,"739R",739,"RALPHS","1",419,"CA","RALPHS","8/28/2016","8/27/2016",1,25.99,25.99,4,"43.96",10.99,3,53.97,17.99,6,71.94,11.99
"10508",156,91,44,32,"739R",739,"RALPHS","1",419,"CA","RALPHS","9/4/2016","9/3/2016",0,0,NA,2,"21.98",10.99,1,17.99,17.99,0,0,NA
"10509",157,93,44,32,"739R",739,"RALPHS","1",419,"CA","RALPHS","9/11/2016","9/10/2016",2,51.98,25.99,1,"10.99",10.99,0,0,NA,0,0,NA
"10510",158,94,45,32,"739R",739,"RALPHS","1",419,"CA","RALPHS","9/18/2016","9/17/2016",1,19.99,19.99,1,"10.99",10.99,1,16.99,16.99,0,0,NA
"10511",158,96,46,32,"739R",739,"RALPHS","1",419,"CA","RALPHS","9/25/2016","9/24/2016",2,39.98,19.99,0,"",NA,1,16.99,16.99,0,0,NA
"10512",159,97,47,34,"739R",739,"RALPHS","1",419,"CA","RALPHS","10/2/2016","10/1/2016",1,19.99,19.99,1,"17.99",17.99,1,16.99,16.99,2,19.98,9.99
"10513",159,97,49,34,"739R",739,"RALPHS","1",419,"CA","RALPHS","10/9/2016","10/8/2016",0,0,NA,0,"",NA,2,35.98,17.99,0,0,NA
"10514",161,97,50,34,"739R",739,"RALPHS","1",419,"CA","RALPHS","10/16/2016","10/15/2016",0,0,NA,2,"27.98",13.99,1,18.99,18.99,0,0,NA
"10515",165,98,51,34,"739R",739,"RALPHS","1",419,"CA","RALPHS","10/23/2016","10/22/2016",1,18.99,18.99,4,"37.96",9.49,1,18.99,18.99,0,0,NA
"10516",166,99,51,34,"739R",739,"RALPHS","1",419,"CA","RALPHS","10/30/2016","10/29/2016",1,18.99,18.99,1,"7.99",7.99,0,0,NA,0,0,NA
"10517",170,99,51,34,"739R",739,"RALPHS","1",419,"CA","RALPHS","11/6/2016","11/5/2016",0,0,NA,4,"40.96",10.24,0,0,NA,0,0,NA
"10518",171,99,53,34,"739R",739,"RALPHS","1",419,"CA","RALPHS","11/13/2016","11/12/2016",0,0,NA,1,"10.99",10.99,2,36.98,18.49,0,0,NA
"10519",174,99,54,34,"739R",739,"RALPHS","1",419,"CA","RALPHS","11/20/2016","11/19/2016",0,0,NA,3,"32.97",10.99,1,17.99,17.99,0,0,NA
"10520",183,102,54,34,"739R",739,"RALPHS","1",419,"CA","RALPHS","11/27/2016","11/26/2016",3,56.97,18.99,9,"98.91",10.99,0,0,NA,0,0,NA
"10521",188,102,54,34,"739R",739,"RALPHS","1",419,"CA","RALPHS","12/4/2016","12/3/2016",0,0,NA,5,"54.95",10.99,0,0,NA,0,0,NA
"10522",190,103,55,35,"739R",739,"RALPHS","1",419,"CA","RALPHS","12/11/2016","12/10/2016",1,14.99,14.99,2,"21.98",10.99,1,17.99,17.99,1,11.99,11.99
"10523",3,2,1,1,"86R",86,"RALPHS","1",330,"CA","RALPHS","11/8/2015","11/7/2015",2,39.98,19.99,3,"41.97",13.99,1,19.99,19.99,1,11.99,11.99
"10524",5,4,1,1,"86R",86,"RALPHS","1",330,"CA","RALPHS","11/15/2015","11/14/2015",2,39.98,19.99,2,"27.98",13.99,0,0,NA,0,0,NA
"10525",8,4,1,1,"86R",86,"RALPHS","1",330,"CA","RALPHS","11/22/2015","11/21/2015",0,0,NA,3,"41.97",13.99,0,0,NA,0,0,NA
"10526",15,7,1,4,"86R",86,"RALPHS","1",330,"CA","RALPHS","11/29/2015","11/28/2015",3,59.97,19.99,7,"97.93",13.99,0,0,NA,3,35.97,11.99
"10527",15,12,1,4,"86R",86,"RALPHS","1",330,"CA","RALPHS","12/6/2015","12/5/2015",5,79.95,15.99,0,"",NA,0,0,NA,0,0,NA
"10528",16,14,2,6,"86R",86,"RALPHS","1",330,"CA","RALPHS","12/13/2015","12/12/2015",2,34.98,17.49,1,"13.99",13.99,1,19.99,19.99,2,23.98,11.99
"10529",20,15,2,6,"86R",86,"RALPHS","1",330,"CA","RALPHS","12/20/2015","12/19/2015",1,19.99,19.99,4,"55.96",13.99,0,0,NA,0,0,NA
"10530",27,18,2,7,"86R",86,"RALPHS","1",330,"CA","RALPHS","12/27/2015","12/26/2015",3,59.97,19.99,7,"97.93",13.99,0,0,NA,1,11.99,11.99
"10531",35,22,2,8,"86R",86,"RALPHS","1",330,"CA","RALPHS","1/3/2016","1/2/2016",4,79.96,19.99,8,"111.92",13.99,0,0,NA,1,7.99,7.99
"10532",36,22,2,8,"86R",86,"RALPHS","1",330,"CA","RALPHS","1/10/2016","1/9/2016",0,0,NA,1,"15.99",15.99,0,0,NA,0,0,NA
"10533",37,23,2,11,"86R",86,"RALPHS","1",330,"CA","RALPHS","1/17/2016","1/16/2016",1,21.99,21.99,1,"19.99",19.99,0,0,NA,3,35.97,11.99
"10534",39,24,2,11,"86R",86,"RALPHS","1",330,"CA","RALPHS","1/24/2016","1/23/2016",1,19.99,19.99,2,"27.98",13.99,0,0,NA,0,0,NA
"10535",43,24,2,11,"86R",86,"RALPHS","1",330,"CA","RALPHS","1/31/2016","1/30/2016",0,0,NA,4,"55.96",13.99,0,0,NA,0,0,NA
"10536",45,28,2,11,"86R",86,"RALPHS","1",330,"CA","RALPHS","2/7/2016","2/6/2016",4,63.96,15.99,2,"27.98",13.99,0,0,NA,0,0,NA
"10537",46,31,2,11,"86R",86,"RALPHS","1",330,"CA","RALPHS","2/14/2016","2/13/2016",3,53.97,17.99,1,"13.99",13.99,0,0,NA,0,0,NA
"10538",46,32,2,11,"86R",86,"RALPHS","1",330,"CA","RALPHS","2/21/2016","2/20/2016",1,21.99,21.99,0,"",NA,0,0,NA,0,0,NA
"10539",47,32,2,11,"86R",86,"RALPHS","1",330,"CA","RALPHS","2/28/2016","2/27/2016",0,0,NA,1,"18.99",18.99,0,0,NA,0,0,NA
"10540",49,32,2,11,"86R",86,"RALPHS","1",330,"CA","RALPHS","3/6/2016","3/5/2016",0,0,NA,2,"25.98",12.99,0,0,NA,0,0,NA
"10541",53,33,2,12,"86R",86,"RALPHS","1",330,"CA","RALPHS","3/13/2016","3/12/2016",1,27.99,27.99,4,"51.96",12.99,0,0,NA,1,11.99,11.99
"10542",55,34,2,12,"86R",86,"RALPHS","1",330,"CA","RALPHS","3/20/2016","3/19/2016",1,25.99,25.99,2,"25.98",12.99,0,0,NA,0,0,NA
"10543",57,35,3,13,"86R",86,"RALPHS","1",330,"CA","RALPHS","3/27/2016","3/26/2016",1,25.99,25.99,2,"25.98",12.99,1,18.99,18.99,1,11.99,11.99
"10544",58,39,3,14,"86R",86,"RALPHS","1",330,"CA","RALPHS","4/3/2016","4/2/2016",4,83.96,20.99,1,"12.99",12.99,0,0,NA,1,11.99,11.99
"10545",58,42,4,15,"86R",86,"RALPHS","1",330,"CA","RALPHS","4/10/2016","4/9/2016",3,62.97,20.99,0,"",NA,1,17.99,17.99,1,11.99,11.99
"10546",60,45,4,16,"86R",86,"RALPHS","1",330,"CA","RALPHS","4/17/2016","4/16/2016",3,62.97,20.99,2,"39.98",19.99,0,0,NA,1,11.99,11.99
"10547",61,47,4,18,"86R",86,"RALPHS","1",330,"CA","RALPHS","4/24/2016","4/23/2016",2,41.98,20.99,1,"16.99",16.99,0,0,NA,2,23.98,11.99
"10548",65,48,4,18,"86R",86,"RALPHS","1",330,"CA","RALPHS","5/1/2016","4/30/2016",1,19.99,19.99,4,"55.96",13.99,0,0,NA,0,0,NA
"10549",66,51,4,19,"86R",86,"RALPHS","1",330,"CA","RALPHS","5/8/2016","5/7/2016",3,59.97,19.99,1,"11.99",11.99,0,0,NA,1,11.99,11.99
"10550",71,52,4,19,"86R",86,"RALPHS","1",330,"CA","RALPHS","5/15/2016","5/14/2016",1,17.99,17.99,5,"59.95",11.99,0,0,NA,0,0,NA
"10551",73,54,4,19,"86R",86,"RALPHS","1",330,"CA","RALPHS","5/22/2016","5/21/2016",2,35.98,17.99,2,"22.98",11.49,0,0,NA,0,0,NA
"10552",83,59,6,20,"86R",86,"RALPHS","1",330,"CA","RALPHS","5/29/2016","5/28/2016",5,98.95,19.79,10,"79.9",7.99,2,33.98,16.99,1,11.99,11.99
"10553",90,62,6,20,"86R",86,"RALPHS","1",330,"CA","RALPHS","6/5/2016","6/4/2016",3,53.97,17.99,7,"74.93",10.70429,0,0,NA,0,0,NA
"10554",95,63,6,20,"86R",86,"RALPHS","1",330,"CA","RALPHS","6/12/2016","6/11/2016",1,17.99,17.99,5,"51.95",10.39,0,0,NA,0,0,NA
"10555",107,63,6,20,"86R",86,"RALPHS","1",330,"CA","RALPHS","6/19/2016","6/18/2016",0,0,NA,12,"98.88",8.24,0,0,NA,0,0,NA
"10556",114,69,6,21,"86R",86,"RALPHS","1",330,"CA","RALPHS","6/26/2016","6/25/2016",6,83.94,13.99,7,"88.93",12.70429,0,0,NA,1,11.99,11.99
"10557",121,76,6,23,"86R",86,"RALPHS","1",330,"CA","RALPHS","7/3/2016","7/2/2016",7,110.93,15.84714,7,"78.93",11.27571,0,0,NA,2,23.98,11.99
"10558",127,80,9,25,"86R",86,"RALPHS","1",330,"CA","RALPHS","7/10/2016","7/9/2016",4,67.96,16.99,6,"65.94",10.99,3,53.97,17.99,2,23.98,11.99
"10559",130,84,9,25,"86R",86,"RALPHS","1",330,"CA","RALPHS","7/17/2016","7/16/2016",4,67.96,16.99,3,"32.97",10.99,0,0,NA,0,0,NA
"10560",134,85,10,25,"86R",86,"RALPHS","1",330,"CA","RALPHS","7/24/2016","7/23/2016",1,16.99,16.99,4,"43.96",10.99,1,17.99,17.99,0,0,NA
"10561",147,87,10,25,"86R",86,"RALPHS","1",330,"CA","RALPHS","7/31/2016","7/30/2016",2,33.98,16.99,13,"136.87",10.52846,0,0,NA,0,0,NA
"10562",150,89,10,25,"86R",86,"RALPHS","1",330,"CA","RALPHS","8/7/2016","8/6/2016",2,33.98,16.99,3,"32.97",10.99,0,0,NA,0,0,NA
"10563",153,93,10,25,"86R",86,"RALPHS","1",330,"CA","RALPHS","8/14/2016","8/13/2016",4,67.96,16.99,3,"32.97",10.99,0,0,NA,0,0,NA
"10564",158,93,10,25,"86R",86,"RALPHS","1",330,"CA","RALPHS","8/21/2016","8/20/2016",0,0,NA,5,"61.95",12.39,0,0,NA,0,0,NA
"10565",164,94,10,26,"86R",86,"RALPHS","1",330,"CA","RALPHS","8/28/2016","8/27/2016",1,25.99,25.99,6,"65.94",10.99,0,0,NA,1,11.99,11.99
"10566",167,96,11,26,"86R",86,"RALPHS","1",330,"CA","RALPHS","9/4/2016","9/3/2016",2,51.98,25.99,3,"32.97",10.99,1,17.99,17.99,0,0,NA
"10567",169,96,11,26,"86R",86,"RALPHS","1",330,"CA","RALPHS","9/11/2016","9/10/2016",0,0,NA,2,"21.98",10.99,0,0,NA,0,0,NA
"10568",170,99,12,28,"86R",86,"RALPHS","1",330,"CA","RALPHS","9/18/2016","9/17/2016",3,59.97,19.99,1,"10.99",10.99,1,16.99,16.99,2,19.98,9.99
"10569",170,101,13,29,"86R",86,"RALPHS","1",330,"CA","RALPHS","9/25/2016","9/24/2016",2,39.98,19.99,0,"",NA,1,16.99,16.99,1,9.99,9.99
"10570",170,103,13,31,"86R",86,"RALPHS","1",330,"CA","RALPHS","10/2/2016","10/1/2016",2,39.98,19.99,0,"",NA,0,0,NA,2,19.98,9.99
"10571",173,108,14,31,"86R",86,"RALPHS","1",330,"CA","RALPHS","10/9/2016","10/8/2016",5,91.95,18.39,3,"50.97",16.99,1,18.99,18.99,0,0,NA
"10572",174,109,14,32,"86R",86,"RALPHS","1",330,"CA","RALPHS","10/16/2016","10/15/2016",1,18.99,18.99,1,"16.99",16.99,0,0,NA,1,11.99,11.99
"10573",179,111,14,32,"86R",86,"RALPHS","1",330,"CA","RALPHS","10/23/2016","10/22/2016",2,37.98,18.99,5,"54.95",10.99,0,0,NA,0,0,NA
"10574",181,113,14,32,"86R",86,"RALPHS","1",330,"CA","RALPHS","10/30/2016","10/29/2016",2,37.98,18.99,2,"21.98",10.99,0,0,NA,0,0,NA
"10575",191,114,14,32,"86R",86,"RALPHS","1",330,"CA","RALPHS","11/6/2016","11/5/2016",1,18.99,18.99,10,"91.9",9.19,0,0,NA,0,0,NA
"10576",196,115,14,32,"86R",86,"RALPHS","1",330,"CA","RALPHS","11/13/2016","11/12/2016",1,18.99,18.99,5,"54.95",10.99,0,0,NA,0,0,NA
"10577",199,117,14,32,"86R",86,"RALPHS","1",330,"CA","RALPHS","11/20/2016","11/19/2016",2,37.98,18.99,3,"32.97",10.99,0,0,NA,0,0,NA
"10578",206,122,14,32,"86R",86,"RALPHS","1",330,"CA","RALPHS","11/27/2016","11/26/2016",5,94.95,18.99,7,"76.93",10.99,0,0,NA,0,0,NA
"10579",209,123,14,32,"86R",86,"RALPHS","1",330,"CA","RALPHS","12/4/2016","12/3/2016",1,14.99,14.99,3,"32.97",10.99,0,0,NA,0,0,NA
"10580",212,128,14,32,"86R",86,"RALPHS","1",330,"CA","RALPHS","12/11/2016","12/10/2016",5,86.95,17.39,3,"32.97",10.99,0,0,NA,0,0,NA
"10581",1,1,1,1,"115R",115,"RALPHS","4",316,"CA","RALPHS","11/8/2015","11/7/2015",1,19.99,19.99,1,"13.99",13.99,1,19.99,19.99,1,11.99,11.99
"10582",3,3,2,1,"115R",115,"RALPHS","4",316,"CA","RALPHS","11/15/2015","11/14/2015",2,39.98,19.99,2,"27.98",13.99,1,19.99,19.99,0,0,NA
"10583",6,7,2,1,"115R",115,"RALPHS","4",316,"CA","RALPHS","11/22/2015","11/21/2015",4,79.96,19.99,3,"41.97",13.99,0,0,NA,0,0,NA
"10584",8,11,2,1,"115R",115,"RALPHS","4",316,"CA","RALPHS","11/29/2015","11/28/2015",4,79.96,19.99,2,"27.98",13.99,0,0,NA,0,0,NA
"10585",9,18,2,1,"115R",115,"RALPHS","4",316,"CA","RALPHS","12/6/2015","12/5/2015",7,104.93,14.99,1,"13.99",13.99,0,0,NA,0,0,NA
"10586",9,20,2,1,"115R",115,"RALPHS","4",316,"CA","RALPHS","12/13/2015","12/12/2015",2,34.98,17.49,0,"",NA,0,0,NA,0,0,NA
"10587",13,20,2,1,"115R",115,"RALPHS","4",316,"CA","RALPHS","12/20/2015","12/19/2015",0,0,NA,4,"55.96",13.99,0,0,NA,0,0,NA
"10588",16,24,2,1,"115R",115,"RALPHS","4",316,"CA","RALPHS","12/27/2015","12/26/2015",4,79.96,19.99,3,"41.97",13.99,0,0,NA,0,0,NA
"10589",20,29,2,1,"115R",115,"RALPHS","4",316,"CA","RALPHS","1/3/2016","1/2/2016",5,99.95,19.99,4,"55.96",13.99,0,0,NA,0,0,NA
"10590",26,33,2,1,"115R",115,"RALPHS","4",316,"CA","RALPHS","1/10/2016","1/9/2016",4,85.96,21.49,6,"93.94",15.65667,0,0,NA,0,0,NA
"10591",32,34,2,1,"115R",115,"RALPHS","4",316,"CA","RALPHS","1/17/2016","1/16/2016",1,21.99,21.99,6,"83.94",13.99,0,0,NA,0,0,NA
"10592",33,34,2,1,"115R",115,"RALPHS","4",316,"CA","RALPHS","1/24/2016","1/23/2016",0,0,NA,1,"13.99",13.99,0,0,NA,0,0,NA
"10593",42,36,2,2,"115R",115,"RALPHS","4",316,"CA","RALPHS","1/31/2016","1/30/2016",2,41.98,20.99,9,"125.91",13.99,0,0,NA,1,11.99,11.99
"10594",47,38,2,3,"115R",115,"RALPHS","4",316,"CA","RALPHS","2/14/2016","2/13/2016",2,37.98,18.99,5,"81.95",16.39,0,0,NA,1,11.99,11.99
"10595",49,38,2,4,"115R",115,"RALPHS","4",316,"CA","RALPHS","2/21/2016","2/20/2016",0,0,NA,2,"39.98",19.99,0,0,NA,1,11.99,11.99
"10596",52,38,2,6,"115R",115,"RALPHS","4",316,"CA","RALPHS","2/28/2016","2/27/2016",0,0,NA,3,"56.97",18.99,0,0,NA,2,23.98,11.99
"10597",54,40,3,6,"115R",115,"RALPHS","4",316,"CA","RALPHS","3/6/2016","3/5/2016",2,55.98,27.99,2,"25.98",12.99,1,18.99,18.99,0,0,NA
"10598",60,41,3,6,"115R",115,"RALPHS","4",316,"CA","RALPHS","3/13/2016","3/12/2016",1,27.99,27.99,6,"77.94",12.99,0,0,NA,0,0,NA
"10599",61,42,3,7,"115R",115,"RALPHS","4",316,"CA","RALPHS","3/20/2016","3/19/2016",1,25.99,25.99,1,"12.99",12.99,0,0,NA,1,11.99,11.99
