"","malibu.750ml.unit.cume","malibu.1.75l.unit.cume","rh.1.75l.unit.cume","rh.750ml.unit.cume","store.id","store.id.old","chain","cluster","wine.sq.footage","state","market","iri.week.ending","week.ending","malibu.coconut.rum.1.75l.sales.units.cy","malibu.coconut.rum.1.75l.sales.dollars.cy","malibu.coconut.rum.1.75l.price","malibu.coconut.rum.750ml.sales.units.cy","malibu.coconut.rum.750ml.sales.dollars.cy","malibu.coconut.rum.750ml.price","rum.haven.coconut.rum.1.75l.sales.units.cy","rum.haven.coconut.rum.1.75l.sales.dollars.cy","rum.haven.coconut.rum.1.75l.price","rum.haven.coconut.rum.750ml.sales.units.cy","rum.haven.coconut.rum.750ml.sales.dollars.cy","rum.haven.coconut.rum.750ml.price"
"1",1,0,0,0,"179G",179,"GiantEagle","B",345,"OH","AKRON-CANTON","12/20/2015","12/19/2015",0,0,NA,1,"12.99",12.99,0,0,NA,0,0,NA
"2",1,1,0,0,"179G",179,"GiantEagle","B",345,"OH","AKRON-CANTON","1/3/2016","1/2/2016",1,21.99,21.99,0,"0",NA,0,0,NA,0,0,NA
"3",2,1,0,0,"179G",179,"GiantEagle","B",345,"OH","AKRON-CANTON","2/7/2016","2/6/2016",0,0,NA,1,"12.99",12.99,0,0,NA,0,0,NA
"4",2,1,0,0,"179G",179,"GiantEagle","B",345,"OH","AKRON-CANTON","3/6/2016","3/5/2016",0,0,NA,0,"0",NA,0,0,NA,0,0,NA
"5",2,2,0,0,"179G",179,"GiantEagle","B",345,"OH","AKRON-CANTON","3/13/2016","3/12/2016",1,21.99,21.99,0,"",NA,0,0,NA,0,0,NA
"6",4,2,0,0,"179G",179,"GiantEagle","B",345,"OH","AKRON-CANTON","3/20/2016","3/19/2016",0,0,NA,2,"25.98",12.99,0,0,NA,0,0,NA
"7",4,3,0,0,"179G",179,"GiantEagle","B",345,"OH","AKRON-CANTON","3/27/2016","3/26/2016",1,21.99,21.99,0,"",NA,0,0,NA,0,0,NA
"8",4,3,0,0,"179G",179,"GiantEagle","B",345,"OH","AKRON-CANTON","4/3/2016","4/2/2016",0,0,NA,0,"0",NA,0,0,NA,0,0,NA
"9",4,3,0,2,"179G",179,"GiantEagle","B",345,"OH","AKRON-CANTON","4/10/2016","4/9/2016",0,0,NA,0,"",NA,0,0,NA,2,25.98,12.99
"10",5,4,0,2,"179G",179,"GiantEagle","B",345,"OH","AKRON-CANTON","4/17/2016","4/16/2016",1,19.99,19.99,1,"11.99",11.99,0,0,NA,0,0,NA
"11",6,4,0,2,"179G",179,"GiantEagle","B",345,"OH","AKRON-CANTON","4/24/2016","4/23/2016",0,0,NA,1,"11.99",11.99,0,0,NA,0,0,NA
"12",6,4,0,2,"179G",179,"GiantEagle","B",345,"OH","AKRON-CANTON","5/1/2016","4/30/2016",0,0,NA,0,"0",NA,0,0,NA,0,0,NA
"13",9,6,0,3,"179G",179,"GiantEagle","B",345,"OH","AKRON-CANTON","5/8/2016","5/7/2016",2,39.98,19.99,3,"35.97",11.99,0,0,NA,1,12.99,12.99
"14",9,6,0,3,"179G",179,"GiantEagle","B",345,"OH","AKRON-CANTON","5/22/2016","5/21/2016",0,0,NA,0,"0",NA,0,0,NA,0,0,NA
"15",9,6,0,3,"179G",179,"GiantEagle","B",345,"OH","AKRON-CANTON","5/29/2016","5/28/2016",0,0,NA,0,"0",NA,0,0,NA,0,0,NA
"16",10,6,0,3,"179G",179,"GiantEagle","B",345,"OH","AKRON-CANTON","6/5/2016","6/4/2016",0,0,NA,1,"11.99",11.99,0,0,NA,0,0,NA
"17",12,6,0,4,"179G",179,"GiantEagle","B",345,"OH","AKRON-CANTON","6/12/2016","6/11/2016",0,0,NA,2,"23.98",11.99,0,0,NA,1,12.99,12.99
"18",13,7,0,4,"179G",179,"GiantEagle","B",345,"OH","AKRON-CANTON","6/19/2016","6/18/2016",1,19.99,19.99,1,"11.99",11.99,0,0,NA,0,0,NA
"19",13,8,0,4,"179G",179,"GiantEagle","B",345,"OH","AKRON-CANTON","6/26/2016","6/25/2016",1,19.99,19.99,0,"0",NA,0,0,NA,0,0,NA
"20",13,10,0,4,"179G",179,"GiantEagle","B",345,"OH","AKRON-CANTON","7/3/2016","7/2/2016",2,39.98,19.99,0,"",NA,0,0,NA,0,0,NA
"21",15,10,0,6,"179G",179,"GiantEagle","B",345,"OH","AKRON-CANTON","7/10/2016","7/9/2016",0,0,NA,2,"23.98",11.99,0,0,NA,2,25.98,12.99
"22",17,10,0,6,"179G",179,"GiantEagle","B",345,"OH","AKRON-CANTON","7/17/2016","7/16/2016",0,0,NA,2,"23.98",11.99,0,0,NA,0,0,NA
"23",19,11,0,6,"179G",179,"GiantEagle","B",345,"OH","AKRON-CANTON","7/24/2016","7/23/2016",1,19.99,19.99,2,"23.98",11.99,0,0,NA,0,0,NA
"24",19,12,0,6,"179G",179,"GiantEagle","B",345,"OH","AKRON-CANTON","7/31/2016","7/30/2016",1,19.99,19.99,0,"",NA,0,0,NA,0,0,NA
"25",19,12,0,6,"179G",179,"GiantEagle","B",345,"OH","AKRON-CANTON","8/7/2016","8/6/2016",0,0,NA,0,"0",NA,0,0,NA,0,0,NA
"26",21,12,0,6,"179G",179,"GiantEagle","B",345,"OH","AKRON-CANTON","8/21/2016","8/20/2016",0,0,NA,2,"23.98",11.99,0,0,NA,0,0,NA
"27",21,14,0,6,"179G",179,"GiantEagle","B",345,"OH","AKRON-CANTON","8/28/2016","8/27/2016",2,39.98,19.99,0,"0",NA,0,0,NA,0,0,NA
"28",24,15,0,7,"179G",179,"GiantEagle","B",345,"OH","AKRON-CANTON","9/4/2016","9/3/2016",1,19.99,19.99,3,"35.97",11.99,0,0,NA,1,12.99,12.99
"29",25,15,0,7,"179G",179,"GiantEagle","B",345,"OH","AKRON-CANTON","9/11/2016","9/10/2016",0,0,NA,1,"13.99",13.99,0,0,NA,0,0,NA
"30",25,16,0,8,"179G",179,"GiantEagle","B",345,"OH","AKRON-CANTON","9/18/2016","9/17/2016",1,21.99,21.99,0,"",NA,0,0,NA,1,12.99,12.99
"31",25,17,0,8,"179G",179,"GiantEagle","B",345,"OH","AKRON-CANTON","9/25/2016","9/24/2016",1,21.99,21.99,0,"",NA,0,0,NA,0,0,NA
"32",25,19,0,8,"179G",179,"GiantEagle","B",345,"OH","AKRON-CANTON","10/2/2016","10/1/2016",2,43.98,21.99,0,"",NA,0,0,NA,0,0,NA
"33",25,20,0,8,"179G",179,"GiantEagle","B",345,"OH","AKRON-CANTON","10/9/2016","10/8/2016",1,21.99,21.99,0,"",NA,0,0,NA,0,0,NA
"34",26,20,0,9,"179G",179,"GiantEagle","B",345,"OH","AKRON-CANTON","10/16/2016","10/15/2016",0,0,NA,1,"13.99",13.99,0,0,NA,1,12.99,12.99
"35",27,20,0,9,"179G",179,"GiantEagle","B",345,"OH","AKRON-CANTON","10/23/2016","10/22/2016",0,0,NA,1,"13.99",13.99,0,0,NA,0,0,NA
"36",28,20,0,9,"179G",179,"GiantEagle","B",345,"OH","AKRON-CANTON","10/30/2016","10/29/2016",0,0,NA,1,"13.99",13.99,0,0,NA,0,0,NA
"37",30,20,0,9,"179G",179,"GiantEagle","B",345,"OH","AKRON-CANTON","11/6/2016","11/5/2016",0,0,NA,2,"27.98",13.99,0,0,NA,0,0,NA
"38",30,21,0,9,"179G",179,"GiantEagle","B",345,"OH","AKRON-CANTON","11/13/2016","11/12/2016",1,21.99,21.99,0,"",NA,0,0,NA,0,0,NA
"39",30,21,0,10,"179G",179,"GiantEagle","B",345,"OH","AKRON-CANTON","11/20/2016","11/19/2016",0,0,NA,0,"",NA,0,0,NA,1,12.99,12.99
"40",31,21,0,10,"179G",179,"GiantEagle","B",345,"OH","AKRON-CANTON","11/27/2016","11/26/2016",0,0,NA,1,"13.99",13.99,0,0,NA,0,0,NA
"41",32,21,0,10,"179G",179,"GiantEagle","B",345,"OH","AKRON-CANTON","12/11/2016","12/10/2016",0,0,NA,1,"13.99",13.99,0,0,NA,0,0,NA
"42",0,1,0,0,"196G",196,"GiantEagle","A",572,"OH","LAKES","12/20/2015","12/19/2015",1,21.99,21.99,0,"0",NA,0,0,NA,0,0,NA
"43",4,3,0,0,"196G",196,"GiantEagle","A",572,"OH","LAKES","12/27/2015","12/26/2015",2,43.98,21.99,4,"51.96",12.99,0,0,NA,0,0,NA
"44",8,3,0,0,"196G",196,"GiantEagle","A",572,"OH","LAKES","1/3/2016","1/2/2016",0,0,NA,4,"51.96",12.99,0,0,NA,0,0,NA
"45",8,6,1,0,"196G",196,"GiantEagle","A",572,"OH","LAKES","1/10/2016","1/9/2016",3,65.97,21.99,0,"0",NA,1,20.99,20.99,0,0,NA
"46",10,7,1,0,"196G",196,"GiantEagle","A",572,"OH","LAKES","1/17/2016","1/16/2016",1,21.99,21.99,2,"25.98",12.99,0,0,NA,0,0,NA
"47",10,8,1,0,"196G",196,"GiantEagle","A",572,"OH","LAKES","1/24/2016","1/23/2016",1,21.99,21.99,0,"0",NA,0,0,NA,0,0,NA
"48",12,10,1,1,"196G",196,"GiantEagle","A",572,"OH","LAKES","1/31/2016","1/30/2016",2,43.98,21.99,2,"25.98",12.99,0,0,NA,1,12.99,12.99
"49",13,10,1,2,"196G",196,"GiantEagle","A",572,"OH","LAKES","2/7/2016","2/6/2016",0,0,NA,1,"12.99",12.99,0,0,NA,1,12.99,12.99
"50",14,13,1,3,"196G",196,"GiantEagle","A",572,"OH","LAKES","2/14/2016","2/13/2016",3,80.97,26.99,1,"12.99",12.99,0,0,NA,1,12.99,12.99
"51",14,14,1,3,"196G",196,"GiantEagle","A",572,"OH","LAKES","2/21/2016","2/20/2016",1,26.99,26.99,0,"0",NA,0,0,NA,0,0,NA
"52",15,15,1,4,"196G",196,"GiantEagle","A",572,"OH","LAKES","2/28/2016","2/27/2016",1,26.99,26.99,1,"12.99",12.99,0,0,NA,1,12.99,12.99
"53",15,16,1,4,"196G",196,"GiantEagle","A",572,"OH","LAKES","3/6/2016","3/5/2016",1,21.99,21.99,0,"0",NA,0,0,NA,0,0,NA
"54",17,16,1,4,"196G",196,"GiantEagle","A",572,"OH","LAKES","3/13/2016","3/12/2016",0,0,NA,2,"25.98",12.99,0,0,NA,0,0,NA
"55",18,17,1,5,"196G",196,"GiantEagle","A",572,"OH","LAKES","3/20/2016","3/19/2016",1,21.99,21.99,1,"12.99",12.99,0,0,NA,1,12.99,12.99
"56",19,17,2,5,"196G",196,"GiantEagle","A",572,"OH","LAKES","3/27/2016","3/26/2016",0,0,NA,1,"12.99",12.99,1,20.99,20.99,0,0,NA
"57",19,18,2,6,"196G",196,"GiantEagle","A",572,"OH","LAKES","4/3/2016","4/2/2016",1,21.99,21.99,0,"0",NA,0,0,NA,1,12.99,12.99
"58",20,19,2,6,"196G",196,"GiantEagle","A",572,"OH","LAKES","4/10/2016","4/9/2016",1,29.99,29.99,1,"19.99",19.99,0,0,NA,0,0,NA
"59",22,20,2,6,"196G",196,"GiantEagle","A",572,"OH","LAKES","4/17/2016","4/16/2016",1,19.99,19.99,2,"23.98",11.99,0,0,NA,0,0,NA
"60",22,20,3,8,"196G",196,"GiantEagle","A",572,"OH","LAKES","4/24/2016","4/23/2016",0,0,NA,0,"",NA,1,20.99,20.99,2,25.98,12.99
"61",23,22,3,8,"196G",196,"GiantEagle","A",572,"OH","LAKES","5/1/2016","4/30/2016",2,39.98,19.99,1,"11.99",11.99,0,0,NA,0,0,NA
"62",24,23,3,8,"196G",196,"GiantEagle","A",572,"OH","LAKES","5/8/2016","5/7/2016",1,19.99,19.99,1,"11.99",11.99,0,0,NA,0,0,NA
"63",27,24,3,9,"196G",196,"GiantEagle","A",572,"OH","LAKES","5/15/2016","5/14/2016",1,19.99,19.99,3,"35.97",11.99,0,0,NA,1,12.99,12.99
"64",28,24,4,10,"196G",196,"GiantEagle","A",572,"OH","LAKES","5/22/2016","5/21/2016",0,0,NA,1,"11.99",11.99,1,20.99,20.99,1,12.99,12.99
"65",31,25,4,10,"196G",196,"GiantEagle","A",572,"OH","LAKES","5/29/2016","5/28/2016",1,19.99,19.99,3,"35.97",11.99,0,0,NA,0,0,NA
"66",33,27,4,10,"196G",196,"GiantEagle","A",572,"OH","LAKES","6/5/2016","6/4/2016",2,39.98,19.99,2,"23.98",11.99,0,0,NA,0,0,NA
"67",34,29,4,10,"196G",196,"GiantEagle","A",572,"OH","LAKES","6/12/2016","6/11/2016",2,39.98,19.99,1,"11.99",11.99,0,0,NA,0,0,NA
"68",34,29,5,11,"196G",196,"GiantEagle","A",572,"OH","LAKES","6/19/2016","6/18/2016",0,0,NA,0,"0",NA,1,20.99,20.99,1,12.99,12.99
"69",37,30,5,12,"196G",196,"GiantEagle","A",572,"OH","LAKES","6/26/2016","6/25/2016",1,19.99,19.99,3,"35.97",11.99,0,0,NA,1,12.99,12.99
"70",40,35,5,12,"196G",196,"GiantEagle","A",572,"OH","LAKES","7/3/2016","7/2/2016",5,99.95,19.99,3,"35.97",11.99,0,0,NA,0,0,NA
"71",43,39,5,12,"196G",196,"GiantEagle","A",572,"OH","LAKES","7/10/2016","7/9/2016",4,79.96,19.99,3,"35.97",11.99,0,0,NA,0,0,NA
"72",45,41,5,12,"196G",196,"GiantEagle","A",572,"OH","LAKES","7/17/2016","7/16/2016",2,39.98,19.99,2,"23.98",11.99,0,0,NA,0,0,NA
"73",46,42,5,15,"196G",196,"GiantEagle","A",572,"OH","LAKES","7/24/2016","7/23/2016",1,19.99,19.99,1,"11.99",11.99,0,0,NA,3,38.97,12.99
"74",46,42,5,15,"196G",196,"GiantEagle","A",572,"OH","LAKES","7/31/2016","7/30/2016",0,0,NA,0,"0",NA,0,0,NA,0,0,NA
"75",46,47,5,15,"196G",196,"GiantEagle","A",572,"OH","LAKES","8/7/2016","8/6/2016",5,99.95,19.99,0,"0",NA,0,0,NA,0,0,NA
"76",50,47,5,17,"196G",196,"GiantEagle","A",572,"OH","LAKES","8/14/2016","8/13/2016",0,0,NA,4,"47.96",11.99,0,0,NA,2,25.98,12.99
"77",51,48,5,18,"196G",196,"GiantEagle","A",572,"OH","LAKES","8/21/2016","8/20/2016",1,19.99,19.99,1,"11.99",11.99,0,0,NA,1,12.99,12.99
"78",53,49,5,18,"196G",196,"GiantEagle","A",572,"OH","LAKES","8/28/2016","8/27/2016",1,19.99,19.99,2,"23.98",11.99,0,0,NA,0,0,NA
"79",54,50,5,18,"196G",196,"GiantEagle","A",572,"OH","LAKES","9/4/2016","9/3/2016",1,19.99,19.99,1,"11.99",11.99,0,0,NA,0,0,NA
"80",56,52,5,18,"196G",196,"GiantEagle","A",572,"OH","LAKES","9/11/2016","9/10/2016",2,43.98,21.99,2,"27.98",13.99,0,0,NA,0,0,NA
"81",57,54,5,18,"196G",196,"GiantEagle","A",572,"OH","LAKES","9/18/2016","9/17/2016",2,43.98,21.99,1,"13.99",13.99,0,0,NA,0,0,NA
"82",59,55,5,18,"196G",196,"GiantEagle","A",572,"OH","LAKES","9/25/2016","9/24/2016",1,21.99,21.99,2,"27.98",13.99,0,0,NA,0,0,NA
"83",59,55,5,18,"196G",196,"GiantEagle","A",572,"OH","LAKES","10/2/2016","10/1/2016",0,0,NA,0,"",NA,0,0,NA,0,0,NA
"84",60,56,5,18,"196G",196,"GiantEagle","A",572,"OH","LAKES","10/9/2016","10/8/2016",1,21.99,21.99,1,"13.99",13.99,0,0,NA,0,0,NA
"85",62,56,5,19,"196G",196,"GiantEagle","A",572,"OH","LAKES","10/16/2016","10/15/2016",0,0,NA,2,"27.98",13.99,0,0,NA,1,12.99,12.99
"86",63,56,5,19,"196G",196,"GiantEagle","A",572,"OH","LAKES","10/23/2016","10/22/2016",0,0,NA,1,"13.99",13.99,0,0,NA,0,0,NA
"87",65,57,5,19,"196G",196,"GiantEagle","A",572,"OH","LAKES","10/30/2016","10/29/2016",1,21.99,21.99,2,"27.98",13.99,0,0,NA,0,0,NA
"88",67,58,5,19,"196G",196,"GiantEagle","A",572,"OH","LAKES","11/6/2016","11/5/2016",1,21.99,21.99,2,"27.98",13.99,0,0,NA,0,0,NA
"89",69,58,5,19,"196G",196,"GiantEagle","A",572,"OH","LAKES","11/13/2016","11/12/2016",0,0,NA,2,"27.98",13.99,0,0,NA,0,0,NA
"90",69,61,5,19,"196G",196,"GiantEagle","A",572,"OH","LAKES","11/20/2016","11/19/2016",3,65.97,21.99,0,"0",NA,0,0,NA,0,0,NA
"91",69,62,5,19,"196G",196,"GiantEagle","A",572,"OH","LAKES","11/27/2016","11/26/2016",1,21.99,21.99,0,"0",NA,0,0,NA,0,0,NA
"92",70,63,5,19,"196G",196,"GiantEagle","A",572,"OH","LAKES","12/4/2016","12/3/2016",1,21.99,21.99,1,"13.99",13.99,0,0,NA,0,0,NA
"93",71,64,5,19,"196G",196,"GiantEagle","A",572,"OH","LAKES","12/11/2016","12/10/2016",1,21.99,21.99,1,"13.99",13.99,0,0,NA,0,0,NA
"94",0,1,0,0,"199G",199,"GiantEagle","A",685,"OH","LORAIN","12/27/2015","12/26/2015",1,21.99,21.99,0,"0",NA,0,0,NA,0,0,NA
"95",1,1,0,0,"199G",199,"GiantEagle","A",685,"OH","LORAIN","1/3/2016","1/2/2016",0,0,NA,1,"12.99",12.99,0,0,NA,0,0,NA
"96",2,2,0,0,"199G",199,"GiantEagle","A",685,"OH","LORAIN","1/10/2016","1/9/2016",1,21.99,21.99,1,"12.99",12.99,0,0,NA,0,0,NA
"97",2,2,0,0,"199G",199,"GiantEagle","A",685,"OH","LORAIN","1/17/2016","1/16/2016",0,0,NA,0,"0",NA,0,0,NA,0,0,NA
"98",4,2,0,0,"199G",199,"GiantEagle","A",685,"OH","LORAIN","1/24/2016","1/23/2016",0,0,NA,2,"25.98",12.99,0,0,NA,0,0,NA
"99",5,2,1,0,"199G",199,"GiantEagle","A",685,"OH","LORAIN","2/7/2016","2/6/2016",0,0,NA,1,"12.99",12.99,1,19.99,19.99,0,0,NA
"100",5,2,1,0,"199G",199,"GiantEagle","A",685,"OH","LORAIN","2/14/2016","2/13/2016",0,0,NA,0,"0",NA,0,0,NA,0,0,NA
"101",5,2,1,0,"199G",199,"GiantEagle","A",685,"OH","LORAIN","2/21/2016","2/20/2016",0,0,NA,0,"0",NA,0,0,NA,0,0,NA
"102",5,2,2,0,"199G",199,"GiantEagle","A",685,"OH","LORAIN","2/28/2016","2/27/2016",0,0,NA,0,"0",NA,1,19.99,19.99,0,0,NA
"103",5,2,2,1,"199G",199,"GiantEagle","A",685,"OH","LORAIN","3/6/2016","3/5/2016",0,0,NA,0,"0",NA,0,0,NA,1,11.99,11.99
"104",5,2,2,1,"199G",199,"GiantEagle","A",685,"OH","LORAIN","3/13/2016","3/12/2016",0,0,NA,0,"0",NA,0,0,NA,0,0,NA
"105",5,2,2,2,"199G",199,"GiantEagle","A",685,"OH","LORAIN","3/27/2016","3/26/2016",0,0,NA,0,"",NA,0,0,NA,1,11.99,11.99
"106",7,2,2,2,"199G",199,"GiantEagle","A",685,"OH","LORAIN","4/3/2016","4/2/2016",0,0,NA,2,"25.98",12.99,0,0,NA,0,0,NA
"107",7,2,2,2,"199G",199,"GiantEagle","A",685,"OH","LORAIN","4/10/2016","4/9/2016",0,0,NA,0,"0",NA,0,0,NA,0,0,NA
"108",7,2,2,2,"199G",199,"GiantEagle","A",685,"OH","LORAIN","4/17/2016","4/16/2016",0,0,NA,0,"0",NA,0,0,NA,0,0,NA
"109",8,3,2,2,"199G",199,"GiantEagle","A",685,"OH","LORAIN","4/24/2016","4/23/2016",1,19.99,19.99,1,"11.99",11.99,0,0,NA,0,0,NA
"110",9,3,2,3,"199G",199,"GiantEagle","A",685,"OH","LORAIN","5/1/2016","4/30/2016",0,0,NA,1,"11.99",11.99,0,0,NA,1,11.99,11.99
"111",9,4,3,3,"199G",199,"GiantEagle","A",685,"OH","LORAIN","5/8/2016","5/7/2016",1,19.99,19.99,0,"",NA,1,19.99,19.99,0,0,NA
"112",10,7,4,4,"199G",199,"GiantEagle","A",685,"OH","LORAIN","5/15/2016","5/14/2016",3,59.97,19.99,1,"11.99",11.99,1,19.99,19.99,1,11.99,11.99
"113",12,9,4,4,"199G",199,"GiantEagle","A",685,"OH","LORAIN","5/22/2016","5/21/2016",2,39.98,19.99,2,"23.98",11.99,0,0,NA,0,0,NA
"114",14,9,4,4,"199G",199,"GiantEagle","A",685,"OH","LORAIN","5/29/2016","5/28/2016",0,0,NA,2,"23.98",11.99,0,0,NA,0,0,NA
"115",16,9,4,4,"199G",199,"GiantEagle","A",685,"OH","LORAIN","6/5/2016","6/4/2016",0,0,NA,2,"23.98",11.99,0,0,NA,0,0,NA
"116",18,9,4,5,"199G",199,"GiantEagle","A",685,"OH","LORAIN","6/12/2016","6/11/2016",0,0,NA,2,"23.98",11.99,0,0,NA,1,11.99,11.99
"117",20,9,4,6,"199G",199,"GiantEagle","A",685,"OH","LORAIN","6/19/2016","6/18/2016",0,0,NA,2,"23.98",11.99,0,0,NA,1,11.99,11.99
"118",23,10,4,7,"199G",199,"GiantEagle","A",685,"OH","LORAIN","6/26/2016","6/25/2016",1,19.99,19.99,3,"35.97",11.99,0,0,NA,1,11.99,11.99
"119",25,15,4,8,"199G",199,"GiantEagle","A",685,"OH","LORAIN","7/3/2016","7/2/2016",5,99.95,19.99,2,"23.98",11.99,0,0,NA,1,11.99,11.99
"120",30,17,4,8,"199G",199,"GiantEagle","A",685,"OH","LORAIN","7/10/2016","7/9/2016",2,39.98,19.99,5,"59.95",11.99,0,0,NA,0,0,NA
"121",30,19,4,9,"199G",199,"GiantEagle","A",685,"OH","LORAIN","7/17/2016","7/16/2016",2,39.98,19.99,0,"0",NA,0,0,NA,1,11.99,11.99
"122",31,20,4,9,"199G",199,"GiantEagle","A",685,"OH","LORAIN","7/24/2016","7/23/2016",1,19.99,19.99,1,"11.99",11.99,0,0,NA,0,0,NA
"123",32,23,4,9,"199G",199,"GiantEagle","A",685,"OH","LORAIN","7/31/2016","7/30/2016",3,59.97,19.99,1,"11.99",11.99,0,0,NA,0,0,NA
"124",36,24,4,9,"199G",199,"GiantEagle","A",685,"OH","LORAIN","8/7/2016","8/6/2016",1,19.99,19.99,4,"47.96",11.99,0,0,NA,0,0,NA
"125",36,25,4,9,"199G",199,"GiantEagle","A",685,"OH","LORAIN","8/14/2016","8/13/2016",1,19.99,19.99,0,"0",NA,0,0,NA,0,0,NA
"126",36,26,5,9,"199G",199,"GiantEagle","A",685,"OH","LORAIN","8/21/2016","8/20/2016",1,19.99,19.99,0,"0",NA,1,19.99,19.99,0,0,NA
"127",36,26,5,10,"199G",199,"GiantEagle","A",685,"OH","LORAIN","8/28/2016","8/27/2016",0,0,NA,0,"0",NA,0,0,NA,1,11.99,11.99
"128",37,27,5,11,"199G",199,"GiantEagle","A",685,"OH","LORAIN","9/4/2016","9/3/2016",1,19.99,19.99,1,"11.99",11.99,0,0,NA,1,11.99,11.99
"129",37,27,5,12,"199G",199,"GiantEagle","A",685,"OH","LORAIN","9/11/2016","9/10/2016",0,0,NA,0,"",NA,0,0,NA,1,11.99,11.99
"130",39,29,5,12,"199G",199,"GiantEagle","A",685,"OH","LORAIN","9/18/2016","9/17/2016",2,43.98,21.99,2,"27.98",13.99,0,0,NA,0,0,NA
"131",43,30,5,12,"199G",199,"GiantEagle","A",685,"OH","LORAIN","9/25/2016","9/24/2016",1,21.99,21.99,4,"55.96",13.99,0,0,NA,0,0,NA
"132",43,30,5,12,"199G",199,"GiantEagle","A",685,"OH","LORAIN","10/2/2016","10/1/2016",0,0,NA,0,"0",NA,0,0,NA,0,0,NA
"133",43,31,6,12,"199G",199,"GiantEagle","A",685,"OH","LORAIN","10/9/2016","10/8/2016",1,21.99,21.99,0,"0",NA,1,19.99,19.99,0,0,NA
"134",46,31,6,12,"199G",199,"GiantEagle","A",685,"OH","LORAIN","10/16/2016","10/15/2016",0,0,NA,3,"41.97",13.99,0,0,NA,0,0,NA
"135",48,31,6,14,"199G",199,"GiantEagle","A",685,"OH","LORAIN","10/23/2016","10/22/2016",0,0,NA,2,"27.98",13.99,0,0,NA,2,23.98,11.99
"136",49,32,6,14,"199G",199,"GiantEagle","A",685,"OH","LORAIN","10/30/2016","10/29/2016",1,21.99,21.99,1,"13.99",13.99,0,0,NA,0,0,NA
"137",50,32,6,14,"199G",199,"GiantEagle","A",685,"OH","LORAIN","11/6/2016","11/5/2016",0,0,NA,1,"13.99",13.99,0,0,NA,0,0,NA
"138",51,32,6,14,"199G",199,"GiantEagle","A",685,"OH","LORAIN","11/13/2016","11/12/2016",0,0,NA,1,"13.99",13.99,0,0,NA,0,0,NA
"139",51,33,6,15,"199G",199,"GiantEagle","A",685,"OH","LORAIN","11/20/2016","11/19/2016",1,21.99,21.99,0,"0",NA,0,0,NA,1,11.99,11.99
"140",53,35,6,17,"199G",199,"GiantEagle","A",685,"OH","LORAIN","11/27/2016","11/26/2016",2,43.98,21.99,2,"27.98",13.99,0,0,NA,2,23.98,11.99
"141",53,35,6,17,"199G",199,"GiantEagle","A",685,"OH","LORAIN","12/4/2016","12/3/2016",0,0,NA,0,"0",NA,0,0,NA,0,0,NA
"142",54,35,6,17,"199G",199,"GiantEagle","A",685,"OH","LORAIN","12/11/2016","12/10/2016",0,0,NA,1,"13.99",13.99,0,0,NA,0,0,NA
"143",1,0,0,0,"203G",203,"GiantEagle","A",364,"OH","LAKES","12/20/2015","12/19/2015",0,0,NA,1,"12.99",12.99,0,0,NA,0,0,NA
"144",5,2,0,0,"203G",203,"GiantEagle","A",364,"OH","LAKES","12/27/2015","12/26/2015",2,43.98,21.99,4,"51.96",12.99,0,0,NA,0,0,NA
"145",8,2,0,0,"203G",203,"GiantEagle","A",364,"OH","LAKES","1/3/2016","1/2/2016",0,0,NA,3,"38.97",12.99,0,0,NA,0,0,NA
"146",11,2,0,0,"203G",203,"GiantEagle","A",364,"OH","LAKES","1/10/2016","1/9/2016",0,0,NA,3,"38.97",12.99,0,0,NA,0,0,NA
"147",12,2,0,0,"203G",203,"GiantEagle","A",364,"OH","LAKES","1/17/2016","1/16/2016",0,0,NA,1,"12.99",12.99,0,0,NA,0,0,NA
"148",12,4,1,0,"203G",203,"GiantEagle","A",364,"OH","LAKES","1/24/2016","1/23/2016",2,43.98,21.99,0,"",NA,1,20.99,20.99,0,0,NA
"149",12,4,2,0,"203G",203,"GiantEagle","A",364,"OH","LAKES","1/31/2016","1/30/2016",0,0,NA,0,"",NA,1,20.99,20.99,0,0,NA
"150",13,4,2,0,"203G",203,"GiantEagle","A",364,"OH","LAKES","2/7/2016","2/6/2016",0,0,NA,1,"12.99",12.99,0,0,NA,0,0,NA
"151",14,4,2,0,"203G",203,"GiantEagle","A",364,"OH","LAKES","2/14/2016","2/13/2016",0,0,NA,1,"12.99",12.99,0,0,NA,0,0,NA
"152",15,4,2,0,"203G",203,"GiantEagle","A",364,"OH","LAKES","2/21/2016","2/20/2016",0,0,NA,1,"12.99",12.99,0,0,NA,0,0,NA
"153",16,5,2,0,"203G",203,"GiantEagle","A",364,"OH","LAKES","2/28/2016","2/27/2016",1,26.99,26.99,1,"12.99",12.99,0,0,NA,0,0,NA
"154",16,8,2,0,"203G",203,"GiantEagle","A",364,"OH","LAKES","3/6/2016","3/5/2016",3,65.97,21.99,0,"0",NA,0,0,NA,0,0,NA
"155",17,8,2,0,"203G",203,"GiantEagle","A",364,"OH","LAKES","3/13/2016","3/12/2016",0,0,NA,1,"12.99",12.99,0,0,NA,0,0,NA
"156",18,10,2,0,"203G",203,"GiantEagle","A",364,"OH","LAKES","3/20/2016","3/19/2016",2,43.98,21.99,1,"12.99",12.99,0,0,NA,0,0,NA
