make,model,year,drive,transmission,vclass,fe_score,cylinders,displ,mpg_city,mpg_hwy,mpg_combined,bbl_annual,co2,fuel_cost,fuel_save
Porsche,Cayman S,2015,Rear-Wheel Drive,Auto(AM-S7),Two Seaters,6,6,3.4,20.8,29.8,24.1,13.73375,370,1850,-1250
Porsche,Macan S,2015,All-Wheel Drive,Auto(AM-S7),Small Sport Utility Vehicle 4WD,4,6,3,17.1522,22.8013,19.3044,17.337486,459,2350,-3750
Porsche,Macan Turbo,2015,All-Wheel Drive,Auto(AM-S7),Small Sport Utility Vehicle 4WD,4,6,3.6,16.583,23.2893,19.0517,17.337486,467,2350,-3750
Porsche,Panamera,2015,Rear-Wheel Drive,Auto(AM-S7),Large Cars,5,6,3.6,18.3,27.9,21.7,14.964294,411,2000,-2000
Porsche,Panamera 4,2015,All-Wheel Drive,Auto(AM-S7),Large Cars,5,6,3.6,18,26.9,21.1,15.689436,421,2100,-2500
Porsche,Panamera 4S,2015,All-Wheel Drive,Auto(AM-S7),Large Cars,5,6,3,17.4965,26.6685,20.7002,15.689436,429,2100,-2500
Porsche,Panamera 4S Executive,2015,All-Wheel Drive,Auto(AM-S7),Large Cars,5,6,3,17.184,26.4853,20.4094,16.4805,436,2200,-3000
Porsche,Panamera GTS,2015,All-Wheel Drive,Auto(AM-S7),Large Cars,4,8,4.8,15.5885,24.1929,18.5588,17.337486,480,2350,-3750
Porsche,Panamera S,2015,Rear-Wheel Drive,Auto(AM-S7),Large Cars,5,6,3,17.4965,26.6685,20.7002,15.689436,429,2100,-2500
Porsche,Panamera S E-Hybrid,2015,Rear-Wheel Drive,Auto(AM-S8),Large Cars,8,6,3,22.7,29.3,25.2605,8.076981364,229,1750,500
Porsche,Panamera Turbo,2015,All-Wheel Drive,Auto(AM-S7),Large Cars,4,8,4.8,15.4,24.2,18.4,18.304342,483,2450,-4250
Porsche,Panamera Turbo Executive,2015,All-Wheel Drive,Auto(AM-S7),Large Cars,4,8,4.8,15.3,23.9,18.3,18.304342,488,2450,-4250
Porsche,Panamera Turbo S,2015,All-Wheel Drive,Auto(AM-S7),Large Cars,4,8,4.8,15.4,24.2,18.4,18.304342,483,2450,-4250
Porsche,Panamera Turbo S Executive,2015,All-Wheel Drive,Auto(AM-S7),Large Cars,4,8,4.8,15.3,23.9,18.3,18.304342,488,2450,-4250
Ram,1500 2WD,2015,Rear-Wheel Drive,Automatic 8-spd,Standard Pickup Trucks 2WD,5,6,3.6,16.9277,24.7822,19.7436,16.4805,450,1900,-1500
Ram,1500 2WD,2015,Rear-Wheel Drive,Automatic 8-spd,Standard Pickup Trucks 2WD,5,6,3.6,16.9277,24.7822,19.7436,16.4805,450,1900,-1500
Ram,1500 2WD,2015,Rear-Wheel Drive,Automatic 8-spd,Standard Pickup Trucks 2WD,5,6,3,20.3126,27.8519,23.1301,16.612308,439,2300,-3500
Ram,1500 2WD,2015,Rear-Wheel Drive,Automatic 6-spd,Standard Pickup Trucks 2WD,3,8,5.7,13.7551,19.5825,15.8819,20.589638,560,2600,-5000
Ram,1500 2WD,2015,Rear-Wheel Drive,Automatic 8-spd,Standard Pickup Trucks 2WD,4,8,5.7,14.922,21.5468,17.3181,19.381068,514,2450,-4250
Ram,1500 4WD,2015,4-Wheel Drive,Automatic 8-spd,Standard Pickup Trucks 4WD,4,6,3.6,16.1315,23.22,18.7005,17.337486,475,2000,-2000
Ram,1500 4WD,2015,4-Wheel Drive,Automatic 8-spd,Standard Pickup Trucks 4WD,4,6,3.6,16.1315,23.22,18.7005,17.337486,475,2000,-2000
Ram,1500 4WD,2015,4-Wheel Drive,Automatic 8-spd,Standard Pickup Trucks 4WD,5,6,3,19.4762,26.6475,22.1598,17.351199,459,2400,-4000
Ram,1500 4WD,2015,4-Wheel Drive,Automatic 6-spd,Standard Pickup Trucks 4WD,3,8,5.7,13.3461,18.5162,15.264,21.974,583,2750,-5750
Ram,1500 4WD,2015,4-Wheel Drive,Automatic 8-spd,Standard Pickup Trucks 4WD,4,8,5.7,14.6116,20.507,16.7827,19.381068,528,2450,-4250
Ram,1500 HFE 2WD,2015,Rear-Wheel Drive,Automatic 8-spd,Standard Pickup Trucks 2WD,5,6,3.6,18.2448,25.3357,20.8737,15.689436,425,1800,-1000
Ram,C/V Tradesman,2015,Front-Wheel Drive,Automatic 6-spd,Minivan - 2WD,5,6,3.6,17.6444,25.7855,20.5664,15.689436,432,1800,-1000
Ram,C/V Tradesman,2015,Front-Wheel Drive,Automatic 6-spd,Minivan - 2WD,5,6,3.6,17.6444,25.7845,20.5664,15.689436,432,1800,-1000
Ram,Promaster City,2015,Front-Wheel Drive,Automatic 9-spd,Special Purpose Vehicle 2WD,6,4,2.4,20.9913,28.8805,23.9333,13.73375,372,1600,0
Rolls-Royce,Ghost,2015,Rear-Wheel Drive,Automatic (S8),Large Cars,3,12,6.6,12.5264,20.9824,15.3013,21.974,580,2950,-6750
Rolls-Royce,Ghost EWB,2015,Rear-Wheel Drive,Automatic (S8),Large Cars,3,12,6.6,12.5264,20.9824,15.3013,21.974,580,2950,-6750
Rolls-Royce,Phantom,2015,Rear-Wheel Drive,Automatic (S8),Large Cars,2,12,6.7,11.485,18.5758,13.867,23.534154,638,3150,-7750
Rolls-Royce,Phantom Coupe,2015,Rear-Wheel Drive,Automatic (S8),Compact Cars,2,12,6.7,11.485,18.5758,13.867,23.534154,638,3150,-7750
Rolls-Royce,Phantom Drophead Coupe,2015,Rear-Wheel Drive,Automatic (S8),Compact Cars,2,12,6.7,11.4889,18.5489,13.8634,23.534154,637,3150,-7750
Rolls-Royce,Phantom EWB,2015,Rear-Wheel Drive,Automatic (S8),Large Cars,2,12,6.7,11.4889,18.5489,13.8634,23.534154,637,3150,-7750
Rolls-Royce,Wraith,2015,Rear-Wheel Drive,Automatic (S8),Midsize Cars,3,12,6.6,12.6018,21.1714,15.4084,21.974,577,2950,-6750
Scion,FR-S,2015,Rear-Wheel Drive,Manual 6-spd,Minicompact Cars,6,4,2,21.5138,29.7973,24.5899,13.1844,360,1750,-750
Scion,FR-S,2015,Rear-Wheel Drive,Automatic (S6),Minicompact Cars,7,4,2,24.5488,33.563,27.9236,11.75609,317,1600,0
Scion,iQ,2015,Front-Wheel Drive,Automatic (variable gear ratios),Minicompact Cars,9,4,1.3,35.9924,37.3994,36.6122,8.89947,238,1050,2750
Scion,tC,2015,Front-Wheel Drive,Automatic (S6),Compact Cars,6,4,2.5,22.9626,30.9979,25.9949,12.657024,339,1450,750
Scion,tC,2015,Front-Wheel Drive,Manual 6-spd,Compact Cars,6,4,2.5,23.1009,30.7162,26.0018,12.657024,339,1450,750
Scion,xB,2015,Front-Wheel Drive,Manual 5-spd,Small Station Wagons,6,4,2.4,21.7423,27.6458,24.0537,13.73375,367,1600,0
Scion,xB,2015,Front-Wheel Drive,Automatic (S4),Small Station Wagons,6,4,2.4,21.5783,27.6458,23.943,13.73375,366,1600,0
smart,fortwo cabriolet,2015,Rear-Wheel Drive,Auto(AM5),Two Seaters,8,3,1,34.4631,38.1688,36.0376,9.141184,244,1250,1750
smart,fortwo coupe,2015,Rear-Wheel Drive,Auto(AM5),Two Seaters,8,3,1,34.4631,38.1688,36.0376,9.141184,244,1250,1750
smart,fortwo electric drive convertible,2015,Rear-Wheel Drive,Automatic (A1),Two Seaters,10,NA,NA,121.66,93.24,106.9856,0.192,0,550,5250
smart,fortwo electric drive coupe,2015,Rear-Wheel Drive,Automatic (A1),Two Seaters,10,NA,NA,121.66,93.24,106.9856,0.192,0,550,5250
Subaru,BRZ,2015,Rear-Wheel Drive,Manual 6-spd,Minicompact Cars,6,4,2,21.505,29.7013,24.5542,13.1844,360,1750,-750
Subaru,BRZ,2015,Rear-Wheel Drive,Automatic (S6),Minicompact Cars,7,4,2,24.5488,33.5061,27.9059,11.75609,317,1600,0
Subaru,Forester AWD,2015,All-Wheel Drive,Manual 6-spd,Small Sport Utility Vehicle 4WD,6,4,2.5,22.0898,28.8121,24.6811,13.1844,362,1550,250
Subaru,Forester AWD,2015,All-Wheel Drive,Automatic (variable gear ratios),Small Sport Utility Vehicle 4WD,7,4,2.5,24.4053,31.5409,27.1715,12.19557,328,1400,1000
Subaru,Forester AWD,2015,All-Wheel Drive,Auto(AV-S8),Small Sport Utility Vehicle 4WD,6,4,2,23.1075,27.5771,24.9254,13.1844,357,1750,-750
Subaru,Impreza AWD,2015,All-Wheel Drive,Manual 5-spd,Compact Cars,7,4,2,24.8045,33.9607,28.2294,11.75609,314,1350,1250
Subaru,Impreza AWD,2015,All-Wheel Drive,Auto(AV-S6),Compact Cars,8,4,2,27.7611,36.725,31.1865,10.613442,284,1250,1750
Subaru,Impreza Sport AWD,2015,All-Wheel Drive,Manual 5-spd,Small Station Wagons,7,4,2,24.118,33.3709,27.5563,11.75609,323,1350,1250
Subaru,Impreza Sport AWD,2015,All-Wheel Drive,Auto(AV-S6),Small Station Wagons,8,4,2,27.1769,36.1314,30.5882,10.613442,290,1250,1750
Subaru,Impreza Wagon AWD,2015,All-Wheel Drive,Manual 5-spd,Small Station Wagons,7,4,2,24.8045,33.9607,28.2294,11.75609,314,1350,1250
Subaru,Impreza Wagon AWD,2015,All-Wheel Drive,Auto(AV-S6),Small Station Wagons,8,4,2,27.7611,36.725,31.1865,10.613442,284,1250,1750
Subaru,Legacy AWD,2015,All-Wheel Drive,Auto(AV-S6),Midsize Cars,7,4,2.5,26.0464,36.1311,29.7878,10.987,298,1300,1500
Subaru,Legacy AWD,2015,All-Wheel Drive,Auto(AV-S6),Midsize Cars,5,6,3.6,19.7361,28.7436,22.9762,14.327048,385,1650,-250
Subaru,Outback AWD,2015,All-Wheel Drive,Auto(AV-S6),Small Sport Utility Vehicle 4WD,7,4,2.5,25.1325,32.9416,28.1337,11.75609,315,1350,1250
Subaru,Outback AWD,2015,All-Wheel Drive,Auto(AV-S6),Small Sport Utility Vehicle 4WD,5,6,3.6,19.5877,27.2514,22.4257,14.964294,396,1750,-750
Subaru,WRX,2015,All-Wheel Drive,Manual 6-spd,Compact Cars,6,4,2,21.1383,28.4009,23.887,13.73375,371,1850,-1250
Subaru,WRX,2015,All-Wheel Drive,Manual 6-spd,Compact Cars,4,4,2.5,17.0411,23.1504,19.3375,17.337486,458,2350,-3750
Subaru,WRX,2015,All-Wheel Drive,Auto(AV-S8),Compact Cars,5,4,2,18.9528,25.0457,21.2827,15.689436,405,2100,-2500
Subaru,XV Crosstrek AWD,2015,All-Wheel Drive,Manual 5-spd,Small Sport Utility Vehicle 4WD,6,4,2,22.9626,30.5883,25.8642,12.657024,345,1450,750
Subaru,XV Crosstrek AWD,2015,All-Wheel Drive,Auto(AV-S6),Small Sport Utility Vehicle 4WD,7,4,2,25.9755,33.5736,28.9208,11.360558,307,1300,1500
Subaru,XV Crosstrek Hybrid AWD,2015,All-Wheel Drive,Auto(AV-S6),Small Sport Utility Vehicle 4WD,8,4,2,29.6183,34.1137,31.4854,10.613442,282,1250,1750
Toyota,4Runner 2WD,2015,Rear-Wheel Drive,Automatic (S5),Standard Sport Utility Vehicle 2WD,4,6,4,16.9259,22.1877,18.948,17.337486,466,2000,-2000
Toyota,4Runner 4WD,2015,Part-time 4-Wheel Drive,Automatic (S5),Standard Sport Utility Vehicle 4WD,4,6,4,16.5645,21.2926,18.4034,18.304342,478,2100,-2500
Toyota,4Runner 4WD,2015,All-Wheel Drive,Automatic (S5),Standard Sport Utility Vehicle 4WD,4,6,4,16.5645,21.2926,18.4034,18.304342,478,2100,-2500
Toyota,Avalon,2015,Front-Wheel Drive,Automatic (S6),Midsize Cars,6,6,3.5,20.6562,30.892,24.2758,13.73375,362,1600,0
Toyota,Avalon Hybrid,2015,Front-Wheel Drive,Auto(AV-S6),Midsize Cars,9,4,2.5,40.3222,38.8285,39.6361,8.24025,223,950,3250
Toyota,Camry,2015,Front-Wheel Drive,Automatic (S6),Midsize Cars,7,4,2.5,24.9068,35.3257,28,11.75609,317,1350,1250
Toyota,Camry,2015,Front-Wheel Drive,Automatic (S6),Midsize Cars,6,6,3.5,21.3584,30.7245,24.7541,13.1844,358,1550,250
Toyota,Camry Hybrid LE,2015,Front-Wheel Drive,Automatic (variable gear ratios),Midsize Cars,9,4,2.5,42.6949,39.4347,41.1635,8.02051,215,950,3250
Toyota,Camry Hybrid XLE/SE,2015,Front-Wheel Drive,Automatic (variable gear ratios),Midsize Cars,9,4,2.5,40.4931,38.3826,39.5153,8.24025,224,950,3250
Toyota,Corolla,2015,Front-Wheel Drive,Automatic (variable gear ratios),Midsize Cars,8,4,1.8,28.7861,38.0707,32.3347,10.283832,276,1200,2000
Toyota,Corolla,2015,Front-Wheel Drive,Automatic 4-spd,Midsize Cars,8,4,1.8,27.3176,36.4665,30.7942,10.613442,287,1250,1750
Toyota,Corolla,2015,Front-Wheel Drive,Manual 6-spd,Midsize Cars,8,4,1.8,27.92,36.9395,31.3664,10.613442,280,1250,1750
Toyota,Corolla,2015,Front-Wheel Drive,Auto(AV-S7),Midsize Cars,8,4,1.8,28.6308,36.7626,31.7957,10.283832,278,1200,2000
Toyota,Corolla LE Eco,2015,Front-Wheel Drive,Automatic (variable gear ratios),Midsize Cars,8,4,1.8,30.4077,41.6511,34.6122,9.404872,257,1100,2500
Toyota,Corolla LE Eco,2015,Front-Wheel Drive,Automatic (variable gear ratios),Midsize Cars,8,4,1.8,30.4077,39.516,33.9267,9.690534,260,1100,2500
Toyota,Highlander 2WD,2015,Front-Wheel Drive,Automatic (S6),Small Sport Utility Vehicle 2WD,5,4,2.7,20.1064,24.7926,21.9756,14.964294,398,1750,-750
Toyota,Highlander 2WD,2015,Front-Wheel Drive,Automatic (S6),Small Sport Utility Vehicle 2WD,5,6,3.5,18.5001,24.9512,20.9359,15.689436,424,1800,-1000
Toyota,Highlander AWD,2015,All-Wheel Drive,Automatic (S6),Standard Sport Utility Vehicle 4WD,5,6,3.5,18.1702,24.1929,20.4625,16.4805,437,1900,-1500
Toyota,Highlander Hybrid 4WD,2015,All-Wheel Drive,Auto(AV-S6),Standard Sport Utility Vehicle 4WD,7,6,3.5,27.4502,27.9893,27.6902,11.75609,319,1350,1250
Toyota,Highlander Hybrid 4WD LE Plus,2015,All-Wheel Drive,Auto(AV-S6),Standard Sport Utility Vehicle 4WD,7,6,3.5,28.0203,28.2832,28.138,11.75609,313,1350,1250
Toyota,Land Cruiser Wagon 4WD,2015,4-Wheel Drive,Automatic (S6),Standard Sport Utility Vehicle 4WD,3,8,5.7,13.0574,17.7843,14.8313,21.974,596,2550,-4750
Toyota,Prius,2015,Front-Wheel Drive,Automatic (variable gear ratios),Midsize Cars,10,4,1.8,50.8955,48.3119,49.6995,6.5922,178,750,4250
Toyota,Prius c,2015,Front-Wheel Drive,Automatic (variable gear ratios),Compact Cars,10,4,1.5,52.5719,46.3076,49.5553,6.5922,178,750,4250
Toyota,Prius Plug-in Hybrid,2015,Front-Wheel Drive,Automatic (variable gear ratios),Midsize Cars,10,4,1.8,50.5282,48.7284,49.7021,4.737143959,133,750,4500
Toyota,Prius v,2015,Front-Wheel Drive,Automatic (variable gear ratios),Midsize Station Wagons,9,4,1.8,43.5116,40.1773,41.9451,7.844718,211,900,3500
Toyota,RAV4,2015,Front-Wheel Drive,Automatic (S6),Small Sport Utility Vehicle 2WD,6,4,2.5,23.1839,30.3125,25.9277,12.657024,342,1450,750
Toyota,RAV4 AWD,2015,All-Wheel Drive,Automatic (S6),Small Sport Utility Vehicle 4WD,6,4,2.5,22.3814,28.8121,24.8803,13.1844,354,1550,250
Toyota,RAV4 LE/XLE,2015,Front-Wheel Drive,Automatic (S6),Small Sport Utility Vehicle 2WD,6,4,2.5,23.5414,30.8607,26.3541,12.657024,335,1450,750
Toyota,RAV4 Limited AWD,2015,All-Wheel Drive,Automatic (S6),Small Sport Utility Vehicle 4WD,6,4,2.5,21.9722,28.5266,24.506,13.1844,360,1550,250
Toyota,Sequoia 2WD,2015,Rear-Wheel Drive,Automatic (S6),Standard Sport Utility Vehicle 2WD,3,8,5.7,12.8821,17.3919,14.5838,21.974,609,2550,-4750
Toyota,Sequoia 4WD,2015,Part-time 4-Wheel Drive,Automatic (S6),Standard Sport Utility Vehicle 4WD,2,8,5.7,12.5637,17.1476,14.2817,23.534154,617,2750,-5750
Toyota,Sequoia 4WD FFV,2015,Part-time 4-Wheel Drive,Automatic (S6),Standard Sport Utility Vehicle 4WD,2,8,5.7,12.6946,17.3485,14.4374,23.534154,613,2750,-5750
Toyota,Sienna 2WD,2015,Front-Wheel Drive,Automatic (S6),Minivan - 2WD,5,6,3.5,18.0287,24.8782,20.5782,15.689436,430,1800,-1000
Toyota,Sienna AWD,2015,All-Wheel Drive,Automatic (S6),Minivan - 4WD,4,6,3.5,16.2835,23.0111,18.7504,17.337486,466,2000,-2000
Toyota,Tacoma 2WD,2015,Rear-Wheel Drive,Manual 5-spd,Small Pickup Trucks 2WD,5,4,2.7,20.8442,24.724,22.428,14.964294,394,1750,-750
Toyota,Tacoma 2WD,2015,Rear-Wheel Drive,Automatic 4-spd,Small Pickup Trucks 2WD,5,4,2.7,19.216,23.8586,21.0601,15.689436,419,1800,-1000
Toyota,Tacoma 2WD,2015,Rear-Wheel Drive,Manual 6-spd,Small Pickup Trucks 2WD,4,6,4,16.2076,20.8459,18.011,18.304342,490,2100,-2500
Toyota,Tacoma 2WD,2015,Rear-Wheel Drive,Automatic 5-spd,Small Pickup Trucks 2WD,4,6,4,17.1002,21.3746,18.7912,17.337486,469,2000,-2000
Toyota,Tacoma 4WD,2015,Part-time 4-Wheel Drive,Manual 5-spd,Small Pickup Trucks 4WD,4,4,2.7,18.2451,20.3962,19.1541,17.337486,456,2000,-2000
Toyota,Tacoma 4WD,2015,Part-time 4-Wheel Drive,Automatic 4-spd,Small Pickup Trucks 4WD,4,4,2.7,17.9451,20.9071,19.1671,17.337486,460,2000,-2000
Toyota,Tacoma 4WD,2015,Part-time 4-Wheel Drive,Manual 6-spd,Small Pickup Trucks 4WD,4,6,4,15.3515,18.9658,16.7915,19.381068,523,2250,-3250
Toyota,Tacoma 4WD,2015,Part-time 4-Wheel Drive,Automatic 5-spd,Small Pickup Trucks 4WD,4,6,4,15.9794,20.7057,17.8087,18.304342,499,2100,-2500
Toyota,Tundra 2WD,2015,Rear-Wheel Drive,Automatic (S6),Standard Pickup Trucks 2WD,3,8,4.6,14.8331,19.09,16.4876,20.589638,537,2400,-4000
Toyota,Tundra 2WD,2015,Rear-Wheel Drive,Automatic (S6),Standard Pickup Trucks 2WD,3,8,5.7,13.1954,17.7575,14.9203,21.974,596,2550,-4750
Toyota,Tundra 4WD,2015,Part-time 4-Wheel Drive,Automatic (S6),Standard Pickup Trucks 4WD,3,8,4.6,14.048,18,15.7722,20.589638,570,2400,-4000
Toyota,Tundra 4WD,2015,Part-time 4-Wheel Drive,Automatic (S6),Standard Pickup Trucks 4WD,3,8,5.7,13.1154,17.1488,14.6678,21.974,605,2550,-4750
Toyota,Tundra 4WD FFV,2015,Part-time 4-Wheel Drive,Automatic (S6),Standard Pickup Trucks 4WD,3,8,5.7,13.0598,17.3129,14.683,21.974,604,2550,-4750
Toyota,Venza,2015,Front-Wheel Drive,Automatic (S6),Small Sport Utility Vehicle 2WD,5,4,2.7,20.3282,26.1148,22.5797,14.327048,392,1650,-250
Toyota,Venza,2015,Front-Wheel Drive,Automatic (S6),Small Sport Utility Vehicle 2WD,5,6,3.5,18.8433,25.9926,21.505,14.964294,412,1750,-750
Toyota,Venza 4WD,2015,All-Wheel Drive,Automatic (S6),Small Sport Utility Vehicle 4WD,5,4,2.7,20.3282,25.6866,22.4342,14.964294,388,1750,-750
Toyota,Venza 4WD,2015,All-Wheel Drive,Automatic (S6),Small Sport Utility Vehicle 4WD,5,6,3.5,18.32,25.1631,20.8746,15.689436,423,1800,-1000
Toyota,Yaris,2015,Front-Wheel Drive,Automatic 4-spd,Compact Cars,8,4,1.5,30.1704,35.5943,32.3915,10.283832,273,1200,2000
Toyota,Yaris,2015,Front-Wheel Drive,Manual 5-spd,Compact Cars,8,4,1.5,30.4308,37.3315,33.1918,9.976196,266,1150,2250
Volkswagen,Beetle,2015,Front-Wheel Drive,Manual 5-spd,Compact Cars,7,4,1.8,23.7579,32.6943,27.0899,12.19557,326,1400,1000
Volkswagen,Beetle,2015,Front-Wheel Drive,Automatic (S6),Compact Cars,7,4,1.8,24.7637,32.6943,27.798,11.75609,318,1350,1250
Volkswagen,Beetle,2015,Front-Wheel Drive,Auto(AM-S6),Compact Cars,6,4,2,23.6856,29.5929,26.0232,12.657024,343,1700,-500
Volkswagen,Beetle,2015,Front-Wheel Drive,Manual 6-spd,Compact Cars,6,4,2,22.698,30.6082,25.685,12.657024,347,1700,-500
Volkswagen,Beetle,2015,Front-Wheel Drive,Manual 6-spd,Compact Cars,8,4,2,30.5143,40.5292,34.3319,11.236239,296,1550,250
Volkswagen,Beetle,2015,Front-Wheel Drive,Auto(AM-S6),Compact Cars,8,4,2,30.6516,40.5292,34.4273,11.236239,295,1550,250
Volkswagen,Beetle Convertible,2015,Front-Wheel Drive,Automatic (S6),Subcompact Cars,7,4,1.8,23.974,32.2876,27.1159,12.19557,326,1400,1000
Volkswagen,Beetle Convertible,2015,Front-Wheel Drive,Auto(AM-S6),Subcompact Cars,6,4,2,22.7135,28.5529,25.0157,13.1844,357,1750,-750
Volkswagen,Beetle Convertible,2015,Front-Wheel Drive,Manual 6-spd,Subcompact Cars,6,4,2,22.698,30.6082,25.685,12.657024,347,1700,-500
Volkswagen,Beetle Convertible,2015,Front-Wheel Drive,Manual 6-spd,Subcompact Cars,8,4,2,29.6183,40.1317,33.5766,11.236239,303,1550,250
Volkswagen,Beetle Convertible,2015,Front-Wheel Drive,Auto(AM-S6),Subcompact Cars,8,4,2,30.3081,39.6674,33.9083,11.236239,300,1550,250
Volkswagen,CC,2015,Front-Wheel Drive,Auto(AM-S6),Compact Cars,6,4,2,21.8993,30.831,25.1821,13.1844,349,1750,-750
Volkswagen,CC,2015,Front-Wheel Drive,Manual 6-spd,Compact Cars,6,4,2,20.6665,31.8238,24.5378,13.1844,361,1750,-750
Volkswagen,CC 4motion,2015,All-Wheel Drive,Automatic (S6),Compact Cars,5,6,3.6,16.9415,25.219,19.8774,16.4805,446,2200,-3000
Volkswagen,e-Golf,2015,Front-Wheel Drive,Automatic (A1),Compact Cars,10,NA,NA,125.6,105.3,115.5536,0.174,0,550,5250
Volkswagen,Eos,2015,Front-Wheel Drive,Auto(AM-S6),Subcompact Cars,6,4,2,21.7634,30.1121,24.8658,13.1844,354,1750,-750
Volkswagen,Golf,2015,Front-Wheel Drive,Manual 5-spd,Compact Cars,7,4,1.8,25.3353,37.0021,29.5244,10.987,300,1300,1500
Volkswagen,Golf,2015,Front-Wheel Drive,Auto(AM-S6),Compact Cars,8,4,2,31.1996,43.0359,35.6064,10.599264,285,1500,500
Volkswagen,Golf,2015,Front-Wheel Drive,Automatic (S6),Compact Cars,7,4,1.8,25.264,36.0643,29.1989,11.360558,305,1300,1500
Volkswagen,Golf,2015,Front-Wheel Drive,Manual 6-spd,Compact Cars,8,4,2,30.4456,44.9367,35.6137,10.599264,286,1500,500
Volkswagen,Golf R,2015,All-Wheel Drive,Auto(AM-S6),Compact Cars,6,4,2,23.0603,30.0715,25.7633,12.657024,343,1700,-500
Volkswagen,GTI,2015,Front-Wheel Drive,Auto(AM-S6),Compact Cars,7,4,2,24.6434,32.6158,27.6891,11.75609,319,1600,0
Volkswagen,GTI,2015,Front-Wheel Drive,Manual 6-spd,Compact Cars,7,4,2,24.9095,34.2917,28.407,11.75609,311,1600,0
Volkswagen,Jetta,2015,Front-Wheel Drive,Auto(AM-S6),Compact Cars,7,4,2,23.5744,31.867,26.7012,12.19557,334,1650,-250
Volkswagen,Jetta,2015,Front-Wheel Drive,Manual 6-spd,Compact Cars,6,4,2,22.895,32.6159,26.4413,12.657024,338,1700,-500
Volkswagen,Jetta,2015,Front-Wheel Drive,Manual 6-spd,Compact Cars,8,4,2,30.6516,45.6549,35.9711,10.599264,283,1500,500
Volkswagen,Jetta,2015,Front-Wheel Drive,Auto(AM-S6),Compact Cars,8,4,2,31.4045,44.6752,36.2501,10.599264,281,1500,500
Volkswagen,Jetta,2015,Front-Wheel Drive,Manual 5-spd,Compact Cars,7,4,2,24.6629,33.9684,28.1307,11.75609,313,1350,1250
Volkswagen,Jetta,2015,Front-Wheel Drive,Manual 5-spd,Compact Cars,7,4,1.8,25.1926,37.0021,29.4176,11.360558,301,1300,1500
Volkswagen,Jetta,2015,Front-Wheel Drive,Automatic (S6),Compact Cars,7,4,1.8,25.4066,37.0689,29.5967,10.987,298,1300,1500
Volkswagen,Jetta,2015,Front-Wheel Drive,Automatic (S6),Compact Cars,6,4,2,22.5269,33.6412,26.4608,12.657024,337,1450,750
Volkswagen,Jetta Hybrid,2015,Front-Wheel Drive,Auto(AM-S7),Compact Cars,10,4,1.4,42.0354,48.231,44.6144,7.317342,200,1000,3000
Volkswagen,Passat,2015,Front-Wheel Drive,Manual 5-spd,Midsize Cars,7,4,1.8,24.1899,35.2585,28.1693,11.75609,314,1350,1250
Volkswagen,Passat,2015,Front-Wheel Drive,Auto(AM-S6),Midsize Cars,8,4,2,29.6183,41.9168,34.1237,11.236239,298,1550,250
Volkswagen,Passat,2015,Front-Wheel Drive,Automatic (S6),Midsize Cars,7,4,1.8,24.3335,35.7288,28.4112,11.75609,311,1350,1250
Volkswagen,Passat,2015,Front-Wheel Drive,Manual 6-spd,Midsize Cars,8,4,2,29.8256,43.5614,34.7575,10.905012,293,1500,500
Volkswagen,Passat,2015,Front-Wheel Drive,Auto(AM-S6),Midsize Cars,5,6,3.6,19.7174,27.8048,22.6868,14.327048,390,1900,-1500
Volkswagen,Tiguan,2015,Front-Wheel Drive,Automatic (S6),Small Sport Utility Vehicle 2WD,5,4,2,20.5496,25.7855,22.6161,14.327048,392,1900,-1500
Volkswagen,Tiguan 4motion,2015,All-Wheel Drive,Automatic (S6),Small Sport Utility Vehicle 4WD,5,4,2,20.3807,25.8019,22.5089,14.327048,394,1900,-1500
Volkswagen,Touareg,2015,All-Wheel Drive,Automatic (S8),Standard Sport Utility Vehicle 4WD,4,6,3.6,17.0411,22.7325,19.2048,17.337486,462,2350,-3750
Volkswagen,Touareg,2015,All-Wheel Drive,Automatic (S8),Standard Sport Utility Vehicle 4WD,5,6,3,19.649,28.9961,22.9829,16.612308,442,2300,-3500
Volkswagen,Touareg Hybrid,2015,All-Wheel Drive,Automatic (S8),Standard Sport Utility Vehicle 4WD,5,6,3,19.8843,23.7762,21.4655,15.689436,413,2100,-2500
Volvo,S60 AWD,2015,All-Wheel Drive,Automatic (S6),Compact Cars,5,5,2.5,20.2543,28.538,23.2974,14.327048,375,1650,-250
Volvo,S60 AWD,2015,All-Wheel Drive,Automatic (S6),Compact Cars,5,6,3,18.9,27.5,21.9953,14.964294,396,1750,-750
Volvo,S60 FWD,2015,Front-Wheel Drive,Automatic (S8),Compact Cars,7,4,2,24.9236,36.6969,29.1287,11.360558,306,1300,1500
Volvo,S60 FWD,2015,Front-Wheel Drive,Automatic (S8),Compact Cars,7,4,2,23.7059,34.7577,27.6642,11.75609,323,1600,0
Volvo,S60 PoleStar AWD,2015,All-Wheel Drive,Automatic (S6),Compact Cars,5,6,3,18.3,27.1,21.4317,15.689436,408,1800,-1000
Volvo,S80 AWD,2015,All-Wheel Drive,Automatic (S6),Midsize Cars,5,6,3,18.9,27.5,21.9953,14.964294,396,1750,-750
Volvo,S80 FWD,2015,Front-Wheel Drive,Automatic (S8),Midsize Cars,7,4,2,24.9236,36.6969,29.1287,11.360558,306,1300,1500
