make,model,year,drive,transmission,vclass,fe_score,cylinders,displ,mpg_city,mpg_hwy,mpg_combined,bbl_annual,co2,fuel_cost,fuel_save
Mercedes-Benz,ML350,2015,Rear-Wheel Drive,Automatic 7-spd,Standard Sport Utility Vehicle 2WD,5,6,3.5,18.1702,23.5677,20.258,16.4805,440,2200,-3000
Mercedes-Benz,ML350 4matic,2015,4-Wheel Drive,Automatic 7-spd,Standard Sport Utility Vehicle 4WD,4,6,3.5,17.4938,22.3839,19.4011,17.337486,456,2350,-3750
Mercedes-Benz,ML350 4matic,2015,4-Wheel Drive,Automatic 7-spd,Standard Sport Utility Vehicle 4WD,4,6,3.5,17.4938,22.3839,19.4011,17.337486,456,2350,-3750
Mercedes-Benz,ML400 4matic,2015,4-Wheel Drive,Automatic 7-spd,Standard Sport Utility Vehicle 4WD,5,6,3,17.8699,22.0349,19.5312,16.4805,454,2200,-3000
Mercedes-Benz,ML63 AMG,2015,4-Wheel Drive,Automatic 7-spd,Standard Sport Utility Vehicle 4WD,3,8,5.5,13.0729,16.8556,14.5414,21.974,611,2950,-6750
Mercedes-Benz,S550,2015,Rear-Wheel Drive,Automatic 7-spd,Large Cars,5,8,4.7,16.8455,26.1061,20.0453,16.4805,444,2200,-3000
Mercedes-Benz,S550 4matic,2015,4-Wheel Drive,Automatic 7-spd,Large Cars,4,8,4.7,15.9779,25.7868,19.2777,17.337486,462,2350,-3750
Mercedes-Benz,S550 4matic Coupe,2015,4-Wheel Drive,Automatic 7-spd,Compact Cars,4,8,4.7,16.3595,23.9846,19.0907,17.337486,465,2350,-3750
Mercedes-Benz,S600,2015,Rear-Wheel Drive,Automatic 7-spd,Large Cars,3,12,6,12.747,21.056,15.4993,21.974,574,2950,-6750
Mercedes-Benz,S63 AMG 4matic,2015,4-Wheel Drive,Automatic 7-spd,Large Cars,4,8,5.5,15.0138,23.2509,17.8613,18.304342,499,2450,-4250
Mercedes-Benz,S63 AMG 4matic Coupe,2015,4-Wheel Drive,Automatic 7-spd,Compact Cars,4,8,5.5,15.3692,23.1504,18.1081,18.304342,490,2450,-4250
Mercedes-Benz,S65 AMG,2015,Rear-Wheel Drive,Automatic 7-spd,Large Cars,3,12,6,12.747,19.9339,15.2156,21.974,581,2950,-6750
Mercedes-Benz,S65 AMG (coupe),2015,Rear-Wheel Drive,Automatic 7-spd,Compact Cars,3,12,6,13.0579,20.8459,15.6968,20.589638,563,2750,-5750
Mercedes-Benz,SL400,2015,Rear-Wheel Drive,Automatic 7-spd,Two Seaters,5,6,3,19.9584,27.0956,22.6423,14.327048,392,1900,-1500
Mercedes-Benz,SL550,2015,Rear-Wheel Drive,Automatic 7-spd,Two Seaters,5,8,4.7,17.4938,24.2623,20.0052,16.4805,442,2200,-3000
Mercedes-Benz,SL63 AMG,2015,Rear-Wheel Drive,Automatic 7-spd,Two Seaters,4,8,5.5,15.9541,24.662,18.9679,17.337486,468,2350,-3750
Mercedes-Benz,SL65 AMG,2015,Rear-Wheel Drive,Automatic 7-spd,Two Seaters,4,12,6,14.0639,21.056,16.5347,19.381068,539,2600,-5000
Mercedes-Benz,SLK250,2015,Rear-Wheel Drive,Automatic 7-spd,Two Seaters,6,4,1.8,22.6723,32.6265,26.2804,12.657024,339,1700,-500
Mercedes-Benz,SLK250,2015,Rear-Wheel Drive,Manual 6-spd,Two Seaters,6,4,1.8,22.4541,32.3554,26.04,12.657024,343,1700,-500
Mercedes-Benz,SLK350,2015,Rear-Wheel Drive,Automatic 7-spd,Two Seaters,6,6,3.5,21.2117,28.949,24.1117,13.73375,368,1850,-1250
Mercedes-Benz,SLK55 AMG,2015,Rear-Wheel Drive,Automatic 7-spd,Two Seaters,5,8,5.5,19.0172,27.786,22.1649,14.964294,401,2000,-2000
Mercedes-Benz,SLS AMG GT Coupe,2015,Rear-Wheel Drive,Auto(AM7),Two Seaters,3,8,6.2,12.9802,18.7377,15.063,21.974,592,2950,-6750
Mercedes-Benz,SLS AMG GT Roadster,2015,Rear-Wheel Drive,Auto(AM7),Two Seaters,3,8,6.2,12.9802,18.7377,15.063,21.974,592,2950,-6750
MINI,Cooper (3-doors),2015,Front-Wheel Drive,Automatic (S6),Subcompact Cars,8,3,1.5,27.6977,37.461,31.3777,10.613442,283,1450,750
MINI,Cooper (3-doors),2015,Front-Wheel Drive,Manual 6-spd,Subcompact Cars,8,3,1.5,29.1335,39.6674,33.0874,9.976196,267,1350,1250
MINI,Cooper (5-doors),2015,Front-Wheel Drive,Automatic (S6),Subcompact Cars,8,3,1.5,27.6977,37.461,31.3777,10.613442,283,1450,750
MINI,Cooper (5-doors),2015,Front-Wheel Drive,Manual 6-spd,Subcompact Cars,8,3,1.5,28.7165,39.8665,32.851,9.976196,270,1350,1250
MINI,Cooper Convertible,2015,Front-Wheel Drive,Automatic (S6),Minicompact Cars,7,4,1.6,25.9718,33.9721,29.0504,11.360558,300,1550,250
MINI,Cooper Convertible,2015,Front-Wheel Drive,Manual 6-spd,Minicompact Cars,7,4,1.6,27.2112,33.5952,29.7557,10.987,298,1500,500
MINI,Cooper Countryman,2015,Front-Wheel Drive,Automatic (S6),Compact Cars,7,4,1.6,24.9783,29.9062,26.9788,12.19557,328,1650,-250
MINI,Cooper Countryman,2015,Front-Wheel Drive,Manual 6-spd,Compact Cars,7,4,1.6,27.2112,33.5952,29.7557,10.987,298,1500,500
MINI,Cooper Coupe,2015,Front-Wheel Drive,Automatic (S6),Two Seaters,8,4,1.6,27.6759,35.9544,30.8749,10.613442,287,1450,750
MINI,Cooper Coupe,2015,Front-Wheel Drive,Manual 6-spd,Two Seaters,8,4,1.6,29.3032,36.7561,32.2454,10.283832,275,1400,1000
MINI,Cooper Paceman,2015,Front-Wheel Drive,Automatic (S6),Compact Cars,7,4,1.6,24.9783,29.9062,26.9788,12.19557,328,1650,-250
MINI,Cooper Paceman,2015,Front-Wheel Drive,Manual 6-spd,Compact Cars,7,4,1.6,27.2112,33.5952,29.7557,10.987,298,1500,500
MINI,Cooper Roadster,2015,Front-Wheel Drive,Automatic (S6),Two Seaters,7,4,1.6,25.9718,33.9721,29.0504,11.360558,300,1550,250
MINI,Cooper Roadster,2015,Front-Wheel Drive,Manual 6-spd,Two Seaters,7,4,1.6,27.2112,33.5952,29.7557,10.987,298,1500,500
MINI,Cooper S (3-doors),2015,Front-Wheel Drive,Automatic (S6),Subcompact Cars,7,4,2,25.583,33.2997,28.5614,11.360558,312,1550,250
MINI,Cooper S (3-doors),2015,Front-Wheel Drive,Manual 6-spd,Subcompact Cars,7,4,2,23.639,33.9118,27.37,12.19557,324,1650,-250
MINI,Cooper S (5-doors),2015,Front-Wheel Drive,Automatic (S6),Subcompact Cars,7,4,2,25.583,33.2997,28.5614,11.360558,312,1550,250
MINI,Cooper S (5-doors),2015,Front-Wheel Drive,Manual 6-spd,Subcompact Cars,7,4,2,23.639,33.9118,27.37,12.19557,324,1650,-250
MINI,Cooper S Convertible,2015,Front-Wheel Drive,Automatic (S6),Minicompact Cars,7,4,1.6,25.2565,33.6349,28.4451,11.75609,312,1600,0
MINI,Cooper S Convertible,2015,Front-Wheel Drive,Manual 6-spd,Minicompact Cars,7,4,1.6,26.0926,34.858,29.4219,11.360558,302,1550,250
MINI,Cooper S Countryman,2015,Front-Wheel Drive,Automatic (S6),Compact Cars,7,4,1.6,25.1926,32.152,27.9113,11.75609,318,1600,0
MINI,Cooper S Countryman,2015,Front-Wheel Drive,Manual 6-spd,Compact Cars,7,4,1.6,26.2591,32.2876,28.6678,11.360558,309,1550,250
MINI,Cooper S Countryman All4,2015,All-Wheel Drive,Automatic (S6),Compact Cars,6,4,1.6,23.3335,30.3272,26.0353,12.657024,340,1700,-500
MINI,Cooper S Countryman All4,2015,All-Wheel Drive,Manual 6-spd,Compact Cars,7,4,1.6,25.1069,30.9353,27.4327,12.19557,323,1650,-250
MINI,Cooper S Coupe,2015,Front-Wheel Drive,Automatic (S6),Two Seaters,7,4,1.6,25.2565,33.6349,28.4451,11.75609,312,1600,0
MINI,Cooper S Coupe,2015,Front-Wheel Drive,Manual 6-spd,Two Seaters,7,4,1.6,26.0926,34.858,29.4219,11.360558,302,1550,250
MINI,Cooper S Paceman,2015,Front-Wheel Drive,Automatic (S6),Compact Cars,7,4,1.6,25.1926,32.152,27.9113,11.75609,318,1600,0
MINI,Cooper S Paceman,2015,Front-Wheel Drive,Manual 6-spd,Compact Cars,7,4,1.6,26.2591,32.2876,28.6678,11.360558,309,1550,250
MINI,Cooper S Paceman All4,2015,All-Wheel Drive,Automatic (S6),Compact Cars,6,4,1.6,23.3335,30.3272,26.0353,12.657024,340,1700,-500
MINI,Cooper S Paceman All4,2015,All-Wheel Drive,Manual 6-spd,Compact Cars,7,4,1.6,25.1069,30.9353,27.4327,12.19557,323,1650,-250
MINI,Cooper S Roadster,2015,Front-Wheel Drive,Automatic (S6),Two Seaters,7,4,1.6,25.2565,33.6349,28.4451,11.75609,312,1600,0
MINI,Cooper S Roadster,2015,Front-Wheel Drive,Manual 6-spd,Two Seaters,7,4,1.6,26.0926,34.858,29.4219,11.360558,302,1550,250
MINI,JCW Countryman All4,2015,All-Wheel Drive,Automatic (S6),Compact Cars,6,4,1.6,23.3335,30.3272,26.0353,12.657024,340,1700,-500
MINI,JCW Countryman All4,2015,All-Wheel Drive,Manual 6-spd,Compact Cars,7,4,1.6,25.1069,30.9353,27.4327,12.19557,323,1650,-250
MINI,JCW Paceman All4,2015,All-Wheel Drive,Automatic (S6),Compact Cars,6,4,1.6,23.3335,30.3272,26.0353,12.657024,340,1700,-500
MINI,JCW Paceman All4,2015,All-Wheel Drive,Manual 6-spd,Compact Cars,7,4,1.6,25.1069,30.9353,27.4327,12.19557,323,1650,-250
MINI,John Cooper Works Convertible,2015,Front-Wheel Drive,Automatic (S6),Minicompact Cars,7,4,1.6,25.2565,33.6349,28.4451,11.75609,312,1600,0
MINI,John Cooper Works Convertible,2015,Front-Wheel Drive,Manual 6-spd,Minicompact Cars,7,4,1.6,26.0926,34.858,29.4219,11.360558,302,1550,250
MINI,John Cooper Works Coupe,2015,Front-Wheel Drive,Automatic (S6),Two Seaters,7,4,1.6,25.2565,33.6349,28.4451,11.75609,312,1600,0
MINI,John Cooper Works Coupe,2015,Front-Wheel Drive,Manual 6-spd,Two Seaters,7,4,1.6,26.0926,34.858,29.4219,11.360558,302,1550,250
MINI,John Cooper Works Roadster,2015,Front-Wheel Drive,Automatic (S6),Two Seaters,7,4,1.6,25.2565,33.6349,28.4451,11.75609,312,1600,0
MINI,John Cooper Works Roadster,2015,Front-Wheel Drive,Manual 6-spd,Two Seaters,7,4,1.6,26.0926,34.858,29.4219,11.360558,302,1550,250
Mitsubishi,Lancer,2015,Front-Wheel Drive,Manual 5-spd,Compact Cars,7,4,2,24.561,34.0997,28.0979,11.75609,314,1350,1250
Mitsubishi,Lancer,2015,Front-Wheel Drive,Auto(AV-S6),Compact Cars,7,4,2,25.8187,33.9162,28.9265,11.360558,306,1300,1500
Mitsubishi,Lancer,2015,Front-Wheel Drive,Manual 5-spd,Compact Cars,6,4,2.4,22.4717,30.9745,25.6389,12.657024,346,1450,750
Mitsubishi,Lancer,2015,Front-Wheel Drive,Auto(AV-S6),Compact Cars,6,4,2.4,22.9698,30.1645,25.7316,12.657024,344,1450,750
Mitsubishi,Lancer AWD,2015,All-Wheel Drive,Auto(AV-S6),Compact Cars,6,4,2.4,22.3028,28.5558,24.7407,13.1844,358,1550,250
Mitsubishi,Lancer AWD,2015,All-Wheel Drive,Auto(AM6),Compact Cars,5,4,2,17.5397,24.9809,20.2547,16.4805,437,2200,-3000
Mitsubishi,Lancer Evolution,2015,All-Wheel Drive,Manual 5-spd,Compact Cars,4,4,2,16.8053,22.9013,19.0922,17.337486,464,2350,-3750
Mitsubishi,Lancer Evolution,2015,All-Wheel Drive,Auto(AM6),Compact Cars,4,4,2,16.5949,22.3827,18.7802,17.337486,470,2350,-3750
Mitsubishi,Mirage,2015,Front-Wheel Drive,Manual 5-spd,Compact Cars,9,3,1.2,33.5382,42.4509,37.0375,8.89947,238,1050,2750
Mitsubishi,Mirage,2015,Front-Wheel Drive,Automatic (variable gear ratios),Compact Cars,9,3,1.2,36.8551,44.2102,39.8375,8.24025,222,950,3250
Mitsubishi,Outlander 2WD,2015,Front-Wheel Drive,Auto(AV-S6),Small Sport Utility Vehicle 2WD,7,4,2.4,24.6933,30.6795,27.0702,12.19557,325,1400,1000
Mitsubishi,Outlander 4WD,2015,4-Wheel Drive,Auto(AV-S6),Small Sport Utility Vehicle 4WD,6,4,2.4,23.7167,29.163,25.8927,12.657024,340,1450,750
Mitsubishi,Outlander 4WD,2015,4-Wheel Drive,Automatic (S6),Small Sport Utility Vehicle 4WD,5,6,3,20.3666,27.7174,23.1266,14.327048,381,1900,-1500
Mitsubishi,Outlander Sport 2WD,2015,Front-Wheel Drive,Manual 5-spd,Small Sport Utility Vehicle 2WD,6,4,2,23.5584,29.5168,25.9122,12.657024,339,1450,750
Mitsubishi,Outlander Sport 2WD,2015,Front-Wheel Drive,Auto(AV-S6),Small Sport Utility Vehicle 2WD,7,4,2,25.2053,32.399,28.0033,11.75609,313,1350,1250
Mitsubishi,Outlander Sport 4WD,2015,4-Wheel Drive,Auto(AV-S6),Small Sport Utility Vehicle 4WD,7,4,2,24.3839,30.4209,26.775,12.19557,327,1400,1000
Nissan,370Z,2015,Rear-Wheel Drive,Automatic (S7),Two Seaters,5,6,3.7,18.6998,25.8858,21.3693,15.689436,416,2100,-2500
Nissan,370Z,2015,Rear-Wheel Drive,Manual 6-spd,Two Seaters,5,6,3.7,17.7678,25.5498,20.5899,15.689436,432,2100,-2500
Nissan,370Z Roadster,2015,Rear-Wheel Drive,Automatic (S7),Two Seaters,5,6,3.7,18.12,24.7392,20.6003,15.689436,433,2100,-2500
Nissan,370Z Roadster,2015,Rear-Wheel Drive,Manual 6-spd,Two Seaters,5,6,3.7,17.3352,24.4556,19.9489,16.4805,446,2200,-3000
Nissan,Altima,2015,Front-Wheel Drive,Automatic (variable gear ratios),Midsize Cars,8,4,2.5,27.0966,38.2342,31.1844,10.613442,284,1250,1750
Nissan,Altima,2015,Front-Wheel Drive,Auto(AV-S7),Midsize Cars,6,6,3.5,22,31.9478,26.1849,12.657024,348,1450,750
Nissan,Armada 2WD,2015,Rear-Wheel Drive,Automatic 5-spd,Standard Sport Utility Vehicle 2WD,3,8,5.6,12.5521,18.6672,14.7224,21.974,604,2550,-4750
Nissan,Armada 2WD,2015,Rear-Wheel Drive,Automatic 5-spd,Standard Sport Utility Vehicle 2WD,3,8,5.6,12.4354,18.5967,14.6142,21.974,608,2550,-4750
Nissan,Armada 4WD,2015,4-Wheel Drive,Automatic 5-spd,Standard Sport Utility Vehicle 4WD,2,8,5.6,12.2793,17.5375,14.1944,23.534154,628,2750,-5750
Nissan,Armada 4WD,2015,4-Wheel Drive,Automatic 5-spd,Standard Sport Utility Vehicle 4WD,2,8,5.6,12.3182,17.5015,14.2123,23.534154,626,2750,-5750
Nissan,Frontier 2WD,2015,Rear-Wheel Drive,Automatic 5-spd,Small Pickup Trucks 2WD,4,4,2.5,17.3031,22.6728,19.3672,17.337486,460,2000,-2000
Nissan,Frontier 2WD,2015,Rear-Wheel Drive,Manual 5-spd,Small Pickup Trucks 2WD,5,4,2.5,19.483,23.2456,21.0136,15.689436,424,1800,-1000
Nissan,Frontier 2WD,2015,Rear-Wheel Drive,Automatic 5-spd,Small Pickup Trucks 2WD,4,6,4,15.9381,22.4421,18.3284,18.304342,485,2100,-2500
Nissan,Frontier 2WD,2015,Rear-Wheel Drive,Manual 6-spd,Small Pickup Trucks 2WD,4,6,4,16.5112,22,18.7653,17.337486,478,2000,-2000
Nissan,Frontier 4WD,2015,4-Wheel Drive,Automatic 5-spd,Small Pickup Trucks 4WD,4,6,4,15.0946,20.8868,17.2469,19.381068,516,2250,-3250
Nissan,Frontier 4WD,2015,4-Wheel Drive,Manual 6-spd,Small Pickup Trucks 4WD,4,6,4,15.8483,21.3305,17.921,18.304342,496,2100,-2500
Nissan,GT-R,2015,All-Wheel Drive,Auto(AM6),Subcompact Cars,4,6,3.8,16.464,22.5029,18.7253,17.337486,472,2350,-3750
Nissan,Juke,2015,Front-Wheel Drive,Auto(AV-S7),Small Station Wagons,7,4,1.6,27.7036,32.4354,29.6501,10.987,303,1500,500
Nissan,Juke,2015,Front-Wheel Drive,Manual 6-spd,Small Station Wagons,7,4,1.6,27.8718,34.0462,30.3485,10.987,293,1500,500
Nissan,Juke AWD,2015,All-Wheel Drive,Auto(AV-S7),Small Station Wagons,7,4,1.6,26,31,28,11.75609,318,1600,0
Nissan,Juke Nismo RS,2015,Front-Wheel Drive,Manual 6-spd,Small Station Wagons,7,4,1.6,25,31.473,27,12.19557,330,1650,-250
Nissan,Juke Nismo RS AWD,2015,All-Wheel Drive,Auto(AV-S8),Small Station Wagons,7,4,1.6,24.9783,28.949,26.6215,12.19557,334,1650,-250
Nissan,Leaf,2015,Front-Wheel Drive,Automatic (A1),Midsize Cars,10,NA,NA,126.4612,101.3602,113.7816,0.18,0,550,5250
Nissan,Murano AWD,2015,All-Wheel Drive,Auto(AV-S7),Midsize Station Wagons,6,6,3.5,21.0318,28,24.0729,13.73375,376,1600,0
Nissan,Murano FWD,2015,Front-Wheel Drive,Auto(AV-S7),Midsize Station Wagons,6,6,3.5,21.303,28,24.4396,13.73375,373,1600,0
Nissan,NV200 Cargo Van,2015,Front-Wheel Drive,Automatic (variable gear ratios),Special Purpose Vehicle 2WD,6,4,2,24.2617,26.2679,25.1252,13.1844,353,1550,250
Nissan,Pathfinder 2WD,2015,Front-Wheel Drive,Automatic (variable gear ratios),Small Sport Utility Vehicle 2WD,5,6,3.5,20.4848,27,23.314,14.327048,387,1650,-250
Nissan,Pathfinder 4WD,2015,4-Wheel Drive,Automatic (variable gear ratios),Small Sport Utility Vehicle 4WD,5,6,3.5,19,26,22,14.964294,404,1750,-750
Nissan,Pathfinder 4WD Platinum,2015,4-Wheel Drive,Automatic (variable gear ratios),Small Sport Utility Vehicle 4WD,5,6,3.5,19.4391,26.1997,21,15.689436,422,1800,-1000
Nissan,Pathfinder Hybrid 2WD,2015,Front-Wheel Drive,Automatic (variable gear ratios),Standard Sport Utility Vehicle 2WD,6,4,2.5,25,28.411,26,12.657024,342,1450,750
Nissan,Pathfinder Hybrid 4WD,2015,4-Wheel Drive,Automatic (variable gear ratios),Standard Sport Utility Vehicle 4WD,6,4,2.5,25,27.4535,26,12.657024,342,1450,750
Nissan,Quest,2015,Front-Wheel Drive,Automatic (variable gear ratios),Minivan - 2WD,5,6,3.5,19.5761,27.0675,22.3611,14.964294,398,1750,-750
Nissan,Rogue AWD,2015,All-Wheel Drive,Automatic (variable gear ratios),Small Sport Utility Vehicle 4WD,7,4,2.5,24.933,31.564,27.5362,11.75609,323,1350,1250
Nissan,Rogue FWD,2015,Front-Wheel Drive,Automatic (variable gear ratios),Small Sport Utility Vehicle 2WD,7,4,2.5,25.6536,32.8067,28.4445,11.75609,313,1350,1250
Nissan,Versa,2015,Front-Wheel Drive,Automatic (variable gear ratios),Compact Cars,8,4,1.6,31.4872,39.9674,34.811,9.404872,255,1100,2500
Nissan,Versa,2015,Front-Wheel Drive,Manual 5-spd,Compact Cars,7,4,1.6,27,36,30,10.987,296,1300,1500
Nissan,Versa,2015,Front-Wheel Drive,Automatic 4-spd,Compact Cars,7,4,1.6,26.1174,35,29.88,10.987,302,1300,1500
Nissan,Xterra 2WD,2015,Rear-Wheel Drive,Automatic 5-spd,Small Sport Utility Vehicle 2WD,4,6,4,15.8271,22.3839,18.2301,18.304342,489,2100,-2500
Nissan,Xterra 4WD,2015,4-Wheel Drive,Automatic 5-spd,Small Sport Utility Vehicle 4WD,4,6,4,14.8449,19.9731,16.7841,19.381068,531,2250,-3250
Nissan,Xterra 4WD,2015,4-Wheel Drive,Manual 6-spd,Small Sport Utility Vehicle 4WD,4,6,4,15.1117,19.5807,16.8414,19.381068,527,2250,-3250
Porsche,911 Carrera,2015,Rear-Wheel Drive,Manual 7-spd,Minicompact Cars,5,6,3.4,18.8,27.3,21.9,14.964294,407,2000,-2000
Porsche,911 Carrera,2015,Rear-Wheel Drive,Auto(AM-S7),Minicompact Cars,5,6,3.4,20.2,28.2,23.2,14.327048,384,1900,-1500
Porsche,911 Carrera 4,2015,4-Wheel Drive,Manual 7-spd,Minicompact Cars,5,6,3.4,19.1036,27.059,22.0164,14.964294,404,2000,-2000
Porsche,911 Carrera 4,2015,4-Wheel Drive,Auto(AM-S7),Minicompact Cars,5,6,3.4,20.1778,27.611,22.9592,14.327048,387,1900,-1500
Porsche,911 Carrera 4 Cabriolet,2015,4-Wheel Drive,Manual 7-spd,Minicompact Cars,5,6,3.4,18.7674,26.1995,21.5137,14.964294,413,2000,-2000
Porsche,911 Carrera 4 Cabriolet,2015,4-Wheel Drive,Auto(AM-S7),Minicompact Cars,5,6,3.4,19.7713,26.8542,22.434,14.964294,396,2000,-2000
Porsche,911 Carrera 4 GTS,2015,4-Wheel Drive,Manual 7-spd,Minicompact Cars,5,6,3.8,18.0536,25.5764,20.8077,15.689436,427,2100,-2500
Porsche,911 Carrera 4 GTS,2015,4-Wheel Drive,Auto(AM-S7),Minicompact Cars,5,6,3.8,18.578,25.647,21.2085,15.689436,419,2100,-2500
Porsche,911 Carrera 4 GTS Cabriolet,2015,4-Wheel Drive,Manual 7-spd,Minicompact Cars,5,6,3.8,17.5998,25.1624,20.3524,16.4805,437,2200,-3000
Porsche,911 Carrera 4 GTS Cabriolet,2015,4-Wheel Drive,Auto(AM-S7),Minicompact Cars,5,6,3.8,17.9818,25.0939,20.6104,15.689436,431,2100,-2500
Porsche,911 Carrera 4S,2015,4-Wheel Drive,Manual 7-spd,Minicompact Cars,5,6,3.8,18.4,26.3,21.2759,15.689436,416,2100,-2500
Porsche,911 Carrera 4S,2015,4-Wheel Drive,Auto(AM-S7),Minicompact Cars,5,6,3.8,19.1,26.3,21.8,14.964294,406,2000,-2000
Porsche,911 Carrera 4S Cabriolet,2015,4-Wheel Drive,Manual 7-spd,Minicompact Cars,5,6,3.8,18.2,25.9,21,15.689436,423,2100,-2500
Porsche,911 Carrera 4S Cabriolet,2015,4-Wheel Drive,Auto(AM-S7),Minicompact Cars,5,6,3.8,18.5445,26.0617,21.3106,15.689436,417,2100,-2500
Porsche,911 Carrera Cabriolet,2015,Rear-Wheel Drive,Manual 7-spd,Minicompact Cars,5,6,3.4,19.1036,27.13,22.0375,14.964294,404,2000,-2000
Porsche,911 Carrera Cabriolet,2015,Rear-Wheel Drive,Auto(AM-S7),Minicompact Cars,5,6,3.4,20.5425,28.1607,23.3899,14.327048,380,1900,-1500
Porsche,911 Carrera GTS,2015,Rear-Wheel Drive,Manual 7-spd,Minicompact Cars,5,6,3.8,18.1649,26.1305,21.0529,15.689436,422,2100,-2500
Porsche,911 Carrera GTS,2015,Rear-Wheel Drive,Auto(AM-S7),Minicompact Cars,5,6,3.8,18.5684,26.0271,21.3175,15.689436,417,2100,-2500
Porsche,911 Carrera GTS Cabriolet,2015,Rear-Wheel Drive,Manual 7-spd,Minicompact Cars,5,6,3.8,17.5998,25.1624,20.3524,16.4805,437,2200,-3000
Porsche,911 Carrera GTS Cabriolet,2015,Rear-Wheel Drive,Auto(AM-S7),Minicompact Cars,5,6,3.8,18.578,25.647,21.2085,15.689436,419,2100,-2500
Porsche,911 Carrera S,2015,Rear-Wheel Drive,Manual 7-spd,Minicompact Cars,5,6,3.8,18.9514,27.1289,21.9255,14.964294,406,2000,-2000
Porsche,911 Carrera S,2015,Rear-Wheel Drive,Auto(AM-S7),Minicompact Cars,5,6,3.8,19.4,27.1,22.2,14.964294,398,2000,-2000
Porsche,911 Carrera S Cabriolet,2015,Rear-Wheel Drive,Manual 7-spd,Minicompact Cars,5,6,3.8,18.8041,26.5097,21.6338,14.964294,410,2000,-2000
Porsche,911 Carrera S Cabriolet,2015,Rear-Wheel Drive,Auto(AM-S7),Minicompact Cars,5,6,3.8,19,27.2,22,14.964294,405,2000,-2000
Porsche,911 GT3,2015,Rear-Wheel Drive,Auto(AM-S7),Two Seaters,4,6,3.8,14.7,20.4,16.8,19.381068,529,2600,-5000
Porsche,911 Targa 4,2015,4-Wheel Drive,Manual 7-spd,Minicompact Cars,5,6,3.4,18.3,26.1,21.1,15.689436,420,2100,-2500
Porsche,911 Targa 4,2015,4-Wheel Drive,Auto(AM-S7),Minicompact Cars,5,6,3.4,19.1,26.4,21.8,14.964294,407,2000,-2000
Porsche,911 Targa 4S,2015,4-Wheel Drive,Manual 7-spd,Minicompact Cars,5,6,3.8,17.9,25.5,20.7,15.689436,430,2100,-2500
Porsche,911 Targa 4S,2015,4-Wheel Drive,Auto(AM-S7),Minicompact Cars,5,6,3.8,18.4,25.4,21,15.689436,423,2100,-2500
Porsche,911 Turbo,2015,4-Wheel Drive,Auto(AM-S7),Minicompact Cars,5,6,3.8,17.1697,24.4702,19.8323,16.4805,448,2200,-3000
Porsche,911 Turbo S,2015,4-Wheel Drive,Auto(AM-S7),Minicompact Cars,5,6,3.8,17.1697,24.4702,19.8323,16.4805,448,2200,-3000
Porsche,918 Spyder,2015,All-Wheel Drive,Auto(AM-S7),Two Seaters,7,8,4.6,20.4,23.5,21.7,10.40295132,277,2000,-250
Porsche,Boxster,2015,Rear-Wheel Drive,Manual 6-spd,Two Seaters,6,6,2.7,20.5,29.6,23.8,13.73375,374,1850,-1250
Porsche,Boxster,2015,Rear-Wheel Drive,Auto(AM-S7),Two Seaters,6,6,2.7,21.9,31.9,25.5,12.657024,349,1700,-500
Porsche,Boxster GTS,2015,Rear-Wheel Drive,Manual 6-spd,Two Seaters,5,6,3.4,19.3636,26.4756,22.0261,14.964294,402,2000,-2000
Porsche,Boxster GTS,2015,Rear-Wheel Drive,Auto(AM-S7),Two Seaters,6,6,3.4,21.5026,30.6563,24.8403,13.1844,357,1750,-750
Porsche,Boxster S,2015,Rear-Wheel Drive,Manual 6-spd,Two Seaters,5,6,3.4,19.7,27.5,22.6,14.327048,395,1900,-1500
Porsche,Boxster S,2015,Rear-Wheel Drive,Auto(AM-S7),Two Seaters,6,6,3.4,20.8,29.8,24.1,13.73375,370,1850,-1250
Porsche,Cayenne Diesel,2015,All-Wheel Drive,Automatic (S8),Standard Sport Utility Vehicle 4WD,5,6,3,19.6,29,22.9471,16.612308,442,2300,-3500
Porsche,Cayenne S,2015,All-Wheel Drive,Auto(AM8),Standard Sport Utility Vehicle 4WD,5,6,3.6,16.9,24.5,19.6418,16.4805,452,2200,-3000
Porsche,Cayenne S e-Hybrid,2015,All-Wheel Drive,Auto(AM8),Standard Sport Utility Vehicle 4WD,7,6,3,20.8,24.1,22.1,9.53202747,260,2000,-500
Porsche,Cayenne Turbo,2015,All-Wheel Drive,Auto(AM8),Standard Sport Utility Vehicle 4WD,4,8,4.8,14.1,21,16.5465,19.381068,537,2600,-5000
Porsche,Cayman,2015,Rear-Wheel Drive,Manual 6-spd,Two Seaters,6,6,2.7,20.5,29.6,23.8,13.73375,374,1850,-1250
Porsche,Cayman,2015,Rear-Wheel Drive,Auto(AM-S7),Two Seaters,6,6,2.7,21.9,31.9,25.5,12.657024,349,1700,-500
Porsche,Cayman GTS,2015,Rear-Wheel Drive,Manual 6-spd,Two Seaters,5,6,3.4,19.3636,26.4756,22.0261,14.964294,402,2000,-2000
Porsche,Cayman GTS,2015,Rear-Wheel Drive,Auto(AM-S7),Two Seaters,6,6,3.4,21.5026,30.6563,24.8403,13.1844,357,1750,-750
Porsche,Cayman S,2015,Rear-Wheel Drive,Manual 6-spd,Two Seaters,5,6,3.4,19.7,27.5,22.6,14.327048,395,1900,-1500
